authfull,inst_name,cntry,np6024,firstyr,lastyr,rank (ns),nc9624 (ns),h24 (ns),hm24 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6024 cited9624 (ns),self%,rank,nc9624,h24,hm24,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6024 cited9624,np6024_rw,nc9624_to_rw,nc9624_rw,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,rank_percentile,field_type,sample_id,replicate
"Karady, George G.",Ira A. Fulton Schools of Engineering,usa,298,1969,2020,116341,3673,31,19.4805152979066,13,218,110,972,199,2239,3.415656872657048,3252,1.129458794587946,219,0.0613,126973,3913,33,19.89718196457327,13,221,110,1083,199,2402,3.435250060134661,3393,1.153256704980843,229,0,0,1,Energy,0.7483221476510067,Applied Physics,0.07718120805369127,Enabling & Strategic Technologies,0.761744966442953,1815,1655,343394,40-60,journal_heavy,193,3
"Pagani, O.",Hôpitaux Universitaires de Genève,che,174,1993,2025,147258,10384,54,12.85672758108367,5,11,28,1742,61,2561,3.325508405060535,8720,1.190825688073395,163,0.127,159913,11894,55,13.07598916241422,5,11,28,1972,61,2869,3.345975670317319,9524,1.248845023099538,163,0,0,6,Oncology & Carcinogenesis,0.7816091954022989,Obstetrics & Reproductive Medicine,0.02873563218390805,Clinical Medicine,0.9540229885057471,5690,5481,355674,40-60,journal_heavy,194,3
"Ding, Shifei Feiu",China University of Mining and Technology,chn,356,2004,2025,148648,8540,45,23.09285714285714,3,0,145,4591,212,5419,3.32172017432811,7357,1.160799238820171,298,0.0858,158485,9342,48,24.79285714285713,3,0,145,4977,212,5853,3.349424371764186,7614,1.226950354609929,308,0,0,41,Artificial Intelligence & Image Processing,0.6901408450704225,Software Engineering,0.1014084507042254,Information & Communication Technologies,0.8901408450704226,3405,3143,458615,40-60,journal_heavy,195,3
"Rundle Thiele, Sharyn Robyn",Griffith Business School,aus,271,2001,2025,99124,4726,34,21.7345238095238,10,208,37,834,155,2909,3.475507564525916,4005,1.180024968789014,215,0.2074,87411,5963,40,24.74642857142856,10,233,37,1021,155,3553,3.570647859404461,4308,1.384168987929434,228,0,0,2,Marketing,0.4169741697416974,Public Health,0.07380073800738007,Economics & Business,0.6014760147601476,208,269,14920,40-60,journal_heavy,196,3
"Long, Millie Dascomb",UNC School of Medicine,usa,243,2006,2025,141929,7900,45,14.69940971182389,10,11,59,1945,113,3863,3.339782326320829,6667,1.184940752962352,198,0.1056,145051,8833,49,15.81440971182389,10,12,59,2165,113,4240,3.383891220021404,7159,1.233831540717977,201,0,0,3,Gastroenterology & Hepatology,0.6954732510288066,Medical Informatics,0.02469135802469136,Clinical Medicine,0.9588477366255144,1866,1870,108265,40-60,journal_heavy,197,3
"Kim, E. Han",The Ohio State University,usa,40,1975,2024,112069,6012,24,12.5,1,186,19,1753,34,5585,3.429502196995433,5585,1.07645478961504,37,0.008199999999999999,132770,6062,24,12.5,1,186,19,1775,34,5629,3.418349004313688,5616,1.079415954415955,37,0,0,7,Finance,0.825,Economics,0.075,Economics & Business,0.925,218,206,14851,40-60,journal_heavy,198,3
"Ando, Shin'ichiro Ichi",Universiteit van Amsterdam,nld,124,1998,2025,116078,2620,28,20.77662337662338,12,227,55,1536,95,1998,3.416480212651564,1887,1.388447270800212,103,0.2019,106720,3283,33,22.25238095238095,12,256,55,1859,95,2429,3.499218706896762,2153,1.524849047840223,103,0,0,0,Nuclear & Particle Physics,0.75,Astronomy & Astrophysics,0.1693548387096774,Physics & Astronomy,1.0,1898,1801,158450,40-60,journal_heavy,199,3
"Hertog, Maarten L. A. T. M.",KU Leuven,bel,261,1997,2025,130936,5602,42,19.22330169830169,4,62,37,1027,63,1587,3.371063313544304,4492,1.247105966162066,200,0.196,116702,6968,49,20.49076201576201,4,81,37,1297,63,1935,3.465940553183905,5020,1.38804780876494,205,0,0,0,Plant Biology & Botany,0.4022988505747127,Horticulture,0.2835249042145594,"Agriculture, Fisheries & Forestry",0.4406130268199234,1657,1883,189757,40-60,journal_heavy,200,3
"Pons, Michel",Laboratoire Interdisciplinaire des Sciences du Numérique,fra,259,1982,2025,123658,3445,30,17.90483821733821,13,171,76,1264,153,2319,3.392718025345001,2653,1.29852996607614,209,0.1796,118544,4199,34,18.96594932844932,13,194,76,1443,153,2800,3.460288917052375,2989,1.404817664770826,224,0,0,1,Materials,0.3397683397683398,Applied Physics,0.3243243243243243,Enabling & Strategic Technologies,0.4903474903474904,1708,1721,314399,40-60,journal_heavy,201,3
"Mhaisalkar, Subodh Gautam",School of Materials Science and Engineering,sgp,522,1989,2025,123328,44636,93,31.40790459540457,1,0,8,136,155,9395,3.393831697629032,34195,1.305337037578593,480,0.0667,133609,47827,96,33.7471903096903,1,0,8,154,155,10085,3.415852938774105,35636,1.342097878549781,487,0,0,16,Nanoscience & Nanotechnology,0.2777777777777778,Applied Physics,0.2260536398467433,Enabling & Strategic Technologies,0.4942528735632184,1564,1480,156020,40-60,journal_heavy,202,3
"Esfahani, J. A.",Ferdowsi University of Mashhad,irn,243,1999,2025,119921,7057,45,27.42619047619047,1,10,38,916,159,4959,3.404108986795716,5170,1.364990328820116,224,0.1336,102348,8145,50,29.32619047619047,1,21,38,1124,159,5800,3.514790152308704,5563,1.464138055006291,228,0,0,8,Mechanical Engineering & Transports,0.3168724279835391,Energy,0.2345679012345679,Engineering,0.4567901234567901,771,864,150568,40-60,journal_heavy,203,3
"Boubakri, Narjess",School of Business Administration,are,75,1998,2025,108355,4867,34,15.90000000000001,2,41,63,4204,64,4216,3.442144679154411,3906,1.246031746031746,72,0.0635,119698,5197,35,16.68333333333334,2,41,63,4487,64,4502,3.456761238898324,4024,1.291500994035785,72,0,0,4,Finance,0.7733333333333333,Business & Management,0.06666666666666667,Economics & Business,0.9866666666666667,199,198,14851,40-60,journal_heavy,204,3
"Fastl, Hugo",Technische Universität München,deu,141,1972,2017,112518,3112,22,14.87619047619048,35,491,64,1972,113,2582,3.428072750338798,2691,1.156447417316983,102,0.1042,119633,3474,23,15.45952380952381,35,533,64,2108,113,2851,3.456945454297137,2838,1.224101479915433,123,0,0,0,Acoustics,0.75177304964539,Otorhinolaryngology,0.1276595744680851,Physics & Astronomy,0.7801418439716312,282,254,36865,40-60,journal_heavy,205,3
"Sharma, Tilak Raj",Indian Council of Agricultural Research,ind,221,1994,2025,140554,8278,46,15.90462982356518,2,21,27,926,109,3413,3.343615081293183,7234,1.144318495991153,204,0.1764,135562,10051,51,17.68835998229535,2,23,27,1064,109,3945,3.410151690275845,8424,1.193138651471985,210,0,0,11,Plant Biology & Botany,0.502262443438914,Biotechnology,0.1312217194570136,Biology,0.5972850678733032,1961,2037,189757,40-60,journal_heavy,206,3
"Lazarus, Ross M.",Galaxy Project,aus,161,1982,2024,128901,14075,62,17.48053354334793,7,4,35,2088,51,2724,3.377169879747143,12113,1.161974737884917,147,0.08460000000000001,142149,15376,64,18.28053354334794,7,4,35,2208,51,2921,3.391897125027419,12936,1.188620902906617,148,0,0,7,Respiratory System,0.124223602484472,Genetics & Heredity,0.1118012422360248,Clinical Medicine,0.4782608695652174,1289,1216,68788,40-60,journal_heavy,207,3
"Mitra, Debasis",Nokia Bell Labs,usa,135,1971,2007,145298,3682,30,17.7,23,95,73,1071,110,2216,3.330751605718865,2922,1.26009582477755,105,0.0421,161282,3844,31,18.7,23,95,73,1125,110,2313,3.342621655493516,2988,1.286479250334672,106,0,0,0,Networking & Telecommunications,0.562962962962963,Artificial Intelligence & Image Processing,0.08888888888888889,Information & Communication Technologies,0.7333333333333333,1533,1334,217319,40-60,journal_heavy,208,3
"Chandler, Mick G.",Georgetown University Medical Center,usa,192,1975,2025,132810,10166,42,21.54042069042068,3,7,28,767,124,7616,3.365521523204302,7263,1.399697094864381,173,0.1269,124666,11644,51,23.98327783327781,3,8,28,868,124,8566,3.442045930319821,7615,1.52908732764281,175,0,0,1,Microbiology,0.3350785340314136,Developmental Biology,0.2617801047120419,Biomedical Research,0.9581151832460733,3034,3261,217955,40-60,journal_heavy,209,3
"Smith, Jeffrey L.",USDA Agricultural Research Service,usa,99,1981,2018,116342,6127,42,17.99070603309734,2,52,15,1665,31,2239,3.415653636254722,5740,1.067421602787456,89,0.0568,125727,6496,44,18.92522984262115,2,59,15,1719,31,2348,3.438895457757754,5973,1.087560689770634,90,0,0,3,Agronomy & Agriculture,0.5757575757575758,Ecology,0.06060606060606061,"Agriculture, Fisheries & Forestry",0.8181818181818182,659,608,88035,40-60,journal_heavy,210,3
"Zhao, Dongye",College of Engineering,usa,275,1995,2025,135487,15741,63,29.8440476190476,1,0,17,584,158,9857,3.357791179612816,12051,1.306198655713219,244,0.1026,140632,17540,67,31.82619047619044,1,0,17,713,158,11003,3.396056370923045,12628,1.388976876781755,246,0,0,10,Environmental Sciences,0.3381818181818182,Environmental Engineering,0.1563636363636364,Earth & Environmental Sciences,0.3890909090909091,1088,1061,130223,40-60,journal_heavy,211,3
"Nicolini, Piero",Frankfurt Institute for Advanced Studies,deu,87,2001,2024,111764,2930,25,14.33333333333333,6,616,27,1507,64,2431,3.430521261042797,1544,1.897668393782384,65,0.2437,93554,3874,29,17.16666666666667,6,722,27,1829,64,3230,3.546695634885399,1726,2.244495944380069,74,0,0,8,Nuclear & Particle Physics,0.632183908045977,General Physics,0.1954022988505747,Physics & Astronomy,0.9885057471264368,1658,1728,158450,40-60,journal_heavy,212,3
"Ostergard, Donald R.",UCI School of Medicine,usa,175,1967,2024,143745,3640,30,18.70952380952381,33,240,61,310,140,2748,3.334940339139623,2879,1.264327891629038,126,0.0304,165793,3754,31,18.70952380952381,33,243,61,313,140,2811,3.331713369230783,2925,1.283418803418803,127,0,0,2,Obstetrics & Reproductive Medicine,0.7542857142857143,General & Internal Medicine,0.04,Clinical Medicine,0.9657142857142857,1517,1375,101272,40-60,journal_heavy,213,3
"Weiner, Rudolf Alfred",Sana,deu,167,1995,2025,134591,4955,33,12.96331510229537,20,149,62,1341,98,2103,3.360420450154467,4270,1.160421545667447,125,0.1232,141139,5651,37,13.27213863170713,20,155,62,1437,98,2268,3.394557058665502,4683,1.20670510356609,132,1,8,3,Surgery,0.5508982035928144,Gastroenterology & Hepatology,0.1197604790419162,Clinical Medicine,0.8982035928143712,1171,1171,141119,40-60,journal_heavy,214,3
"Cárdenas, Juan Camilo C.","Universidad de Los Andes, Colombia",col,70,2000,2025,104285,3693,29,14.93472358961489,13,423,34,1828,46,2185,3.456641586675023,2908,1.269944979367263,64,0.0902,112731,4059,30,15.26805692294823,13,458,34,1976,46,2385,3.478999653326983,3124,1.299295774647887,64,0,0,1,Economics,0.2,Agricultural Economics & Policy,0.1428571428571428,Economics & Business,0.6142857142857143,891,897,51271,40-60,journal_heavy,215,3
"Kwakernaak, Huibert",Universiteit Twente,nld,61,1964,2023,98492,3036,14,12.5,40,2292,48,2521,56,3031,3.477864959210578,2560,1.1859375,34,0.0036,116690,3047,14,12.5,40,2296,48,2526,56,3036,3.465965245188294,2567,1.186988702765875,34,0,0,0,Industrial Engineering & Automation,0.7049180327868853,Applied Mathematics,0.03278688524590164,Engineering,0.8688524590163934,913,756,122381,40-60,journal_heavy,216,3
"Schechtman, Kenneth B.","Washington University School of Medicine in St. Louis, Division of Biostatistics",usa,297,1979,2025,126868,19342,72,24.8015082948308,6,7,17,487,46,1742,3.383106793033147,17932,1.078630381440999,284,0.0931,140719,21328,75,25.91027452859704,6,7,17,504,46,1834,3.395796519682112,19234,1.108869709888739,285,0,0,9,Cardiovascular System & Hematology,0.2693602693602694,Surgery,0.08080808080808081,Clinical Medicine,0.8484848484848485,4218,3921,235606,40-60,journal_heavy,217,3
"Dingwall, Robert W.J.",Nottingham Trent University,gbr,202,1972,2025,96515,3528,26,19.12073365231259,85,644,125,1232,172,2171,3.485009250481916,3366,1.048128342245989,123,0.0503,108905,3715,27,19.28740031897927,85,663,125,1290,172,2269,3.491773248050604,3517,1.056297981234006,124,0,0,1,Nursing,0.1485148514851485,Public Health,0.08415841584158416,Public Health & Health Services,0.3613861386138614,208,179,66595,40-60,journal_heavy,218,3
"Ziskin, Marvin C.",Lewis Katz School of Medicine,usa,193,1967,2022,120090,3963,32,19.01512328251458,22,229,45,652,136,2520,3.403581254721347,2807,1.411827573922337,154,0.1324,122600,4568,36,20.26512328251458,22,234,45,675,136,2944,3.447866095131784,2963,1.541680728990888,160,0,0,3,Nuclear Medicine & Medical Imaging,0.233160621761658,Biophysics,0.2176165803108808,Clinical Medicine,0.461139896373057,1042,1048,122662,40-60,journal_heavy,219,3
"Davis, William J.",Geological Survey of Canada,can,132,1989,2025,129087,5203,44,18.37537185037184,1,72,21,722,54,2270,3.376641434669501,4030,1.29106699751861,130,0.2,118322,6504,50,20.82580475080474,1,76,21,914,54,2730,3.460975721921878,4626,1.405966277561608,131,0,0,2,Geology,0.6742424242424242,Geochemistry & Geophysics,0.2348484848484849,Earth & Environmental Sciences,0.9696969696969697,184,198,17259,40-60,journal_heavy,220,3
"Zwicker, Jeffrey I.",Memorial Sloan-Kettering Cancer Center,usa,119,1995,2025,114840,5778,35,12.47258145401022,9,153,27,1653,77,2989,3.420524882511657,4746,1.217446270543616,100,0.1107,123629,6497,37,12.77111625254502,9,161,27,1767,77,3251,3.44513992117306,5113,1.27068257383141,100,0,0,2,Cardiovascular System & Hematology,0.4117647058823529,Immunology,0.2605042016806723,Clinical Medicine,0.9747899159663865,3789,3608,235606,40-60,journal_heavy,221,3
"Tristram-Nagle, Stephanie A.",Carnegie Mellon University,usa,98,1983,2025,94237,10312,45,16.11666666666666,3,67,16,1205,47,4484,3.493888579204214,7275,1.41745704467354,94,0.1023,91223,11487,48,16.88730158730158,3,99,16,1384,47,4867,3.555882563420087,7551,1.521255462852602,96,0,0,1,Biophysics,0.4693877551020408,Chemical Physics,0.1836734693877551,Biomedical Research,0.5816326530612245,160,162,20550,40-60,journal_heavy,222,3
"Prasser, Horst Michael",ETH Zürich,che,245,1983,2025,106934,4986,38,17.78730158730158,8,101,30,1391,155,3150,3.447194424314149,3212,1.552303860523039,190,0.2112,96404,6321,43,19.62265512265511,8,113,30,1745,155,4051,3.53611101120709,3682,1.716730038022814,203,0,0,0,Energy,0.5836734693877551,Mechanical Engineering & Transports,0.2,Enabling & Strategic Technologies,0.6081632653061224,1373,1505,343394,40-60,journal_heavy,223,3
"Taylor, Rachael W.",Dunedin School of Medicine,nzl,250,1996,2025,141036,8824,48,17.62178747178747,1,3,43,2736,113,4522,3.34225884824659,6880,1.282558139534884,230,0.1202,138058,10029,54,18.99606221665045,1,4,43,2928,113,5058,3.403201806212528,7351,1.364304176302544,232,0,0,0,Nutrition & Dietetics,0.236,Endocrinology & Metabolism,0.236,Clinical Medicine,0.576,911,965,55675,40-60,journal_heavy,224,3
"Stringer, James R.",University of Cincinnati College of Medicine,usa,128,1985,2014,101077,4398,36,18.52806447938026,9,254,22,1019,89,2460,3.468295580853919,2875,1.529739130434783,121,0.218,90629,5624,41,20.73044543176121,9,290,22,1179,89,3213,3.558144317486428,3151,1.784830212630911,127,0,0,0,Microbiology,0.296875,Mycology & Parasitology,0.265625,Biomedical Research,0.8203125,2213,2506,217955,40-60,journal_heavy,225,3
"Catbas, F. Necati",College of Engineering and Computer Science,usa,241,1997,2025,117177,5070,39,20.0754329004329,2,33,56,1466,180,4251,3.412852739554004,3887,1.304347826086957,171,0.1793,115044,6178,42,21.69448051948052,2,33,56,1825,180,5110,3.471273001432654,4202,1.470252260828177,189,0,0,1,Civil Engineering,0.4605809128630705,Acoustics,0.2448132780082987,Engineering,0.5103734439834025,256,247,62565,40-60,journal_heavy,226,3
"Jamei, Masoud","Certara, United Kingdom",gbr,114,2005,2025,107411,5726,42,14.33509388451843,2,203,9,1305,32,1877,3.445485002712768,3898,1.468958440225757,107,0.1825,105318,7004,46,15.32795102737557,2,212,9,1542,32,2228,3.504065708535519,4329,1.617925617925618,109,0,0,4,Pharmacology & Pharmacy,0.8157894736842105,Toxicology,0.03508771929824561,Clinical Medicine,0.9473684210526315,940,968,157499,40-60,journal_heavy,227,3
"Reatto, Luciano",Università degli Studi di Milano,ita,249,1965,2025,122280,4545,33,21.69166666666666,16,95,36,547,208,4136,3.396784657307073,3208,1.416770573566085,208,0.2277,106346,5885,41,25.37499999999999,16,104,36,606,208,5191,3.50053375300743,3565,1.650771388499299,217,0,0,0,General Physics,0.393574297188755,Fluids & Plasmas,0.2208835341365462,Physics & Astronomy,0.9919678714859438,729,797,83749,40-60,journal_heavy,228,3
"Cohen, James S.",Los Alamos National Laboratory,usa,124,1971,2023,108426,1937,24,19.6020202020202,44,824,77,1378,103,1701,3.441871241576618,1367,1.41697147037308,106,0.1597,105727,2305,27,20.89747474747474,44,950,77,1539,103,1934,3.502652727973932,1497,1.539746158984636,108,0,0,0,General Physics,0.7580645161290323,Chemical Physics,0.07258064516129033,Physics & Astronomy,0.9838709677419355,720,702,83749,40-60,journal_heavy,229,3
"Steffey, Eugene P.",School of Veterinary Medicine,usa,214,1973,2024,92173,4986,37,21.97619047619047,15,100,74,1903,119,2923,3.50172534144514,2956,1.686738836265223,191,0.1595,91166,5932,41,22.90238095238095,15,108,74,2269,119,3387,3.55611496834177,3152,1.881979695431472,195,0,0,1,Veterinary Sciences,0.7289719626168224,Anesthesiology,0.08878504672897196,"Agriculture, Fisheries & Forestry",0.7990654205607477,224,225,68397,40-60,journal_heavy,230,3
"Syred, Nicholas",Cardiff University,gbr,207,1971,2019,105872,3540,22,10.36785714285714,7,938,42,2308,131,3145,3.451041704602885,2673,1.324354657687991,118,0.1123,104948,3988,25,11.82738095238095,7,968,42,2453,131,3376,3.505445466692039,2790,1.429390681003584,125,0,0,1,Mechanical Engineering & Transports,0.3623188405797101,Energy,0.2705314009661836,Engineering,0.6521739130434783,800,753,150568,40-60,journal_heavy,231,3
"Fitton, Andrew",Wolters Kluwer Health - Adis,nzl,56,1990,2000,132445,4602,34,17.0,1,54,18,1416,43,3250,3.366590650553385,4494,1.024032042723632,49,0.0024,157318,4613,34,17.0,1,54,18,1417,43,3252,3.352323497920547,4504,1.024200710479574,49,0,0,4,Pharmacology & Pharmacy,0.6071428571428571,Geriatrics,0.125,Clinical Medicine,0.9821428571428571,1460,1226,157499,40-60,journal_heavy,232,3
"Jung, Heejung Joachim G.",University of Minnesota Twin Cities,usa,52,1983,2010,134073,3357,32,14.50119047619047,2,184,21,1236,31,2210,3.361931202646346,2964,1.132591093117409,50,0.1036,152012,3745,32,14.62619047619047,2,185,21,1302,31,2327,3.366269059945687,3213,1.16557734204793,50,0,0,1,Plant Biology & Botany,0.1538461538461539,Energy,0.1153846153846154,Enabling & Strategic Technologies,0.2307692307692308,2221,1925,189757,40-60,journal_heavy,233,3
"Avedisian, Charles Thomas",Cornell University College of Engineering,usa,159,1978,2024,113511,3487,28,17.37692307692308,15,340,44,917,113,2905,3.424716927990702,2800,1.245357142857143,106,0.1543,105600,4123,34,19.38449883449884,15,366,44,1045,113,3330,3.50305701835962,2992,1.378008021390374,110,0,0,1,Mechanical Engineering & Transports,0.3396226415094339,Energy,0.2955974842767295,Engineering,0.5660377358490566,807,820,150568,40-60,journal_heavy,234,3
"Delair, Thierry",Ingénierie des Matériaux Polymères,fra,164,1993,2024,128884,5461,41,17.88192640692639,2,164,11,362,59,2316,3.377204248414007,4559,1.197850405790744,154,0.1679,123992,6563,46,19.36807359307358,2,176,11,444,59,2686,3.44399520952132,5047,1.300376461264117,156,0,0,1,Polymers,0.4268292682926829,Chemical Physics,0.2195121951219512,Chemistry,0.5365853658536586,1166,1161,124976,40-60,journal_heavy,235,3
"Selmar, Dirk",Technische Universität Braunschweig,deu,103,1985,2025,124810,3312,31,15.84686147186147,7,173,26,1278,79,2832,3.389198472393185,2516,1.31637519872814,91,0.1056,130288,3703,33,16.8801948051948,7,184,26,1378,79,3172,3.425485143083153,2631,1.407449638920563,94,0,0,0,Plant Biology & Botany,0.4757281553398058,Food Science,0.1262135922330097,Biology,0.5533980582524272,1872,1800,189757,40-60,journal_heavy,236,3
"Abraham, Jame",Cleveland Clinic Lerner College of Medicine of Case Western Reserve University,usa,226,2000,2025,131271,6689,38,15.6166778986436,76,117,93,708,155,2062,3.370075599424729,6377,1.048925827191469,153,0.0645,146656,7150,40,15.9666778986436,76,117,93,746,155,2125,3.37983826219679,6766,1.056754360035471,154,0,0,9,Oncology & Carcinogenesis,0.6106194690265486,General & Internal Medicine,0.04867256637168142,Clinical Medicine,0.9690265486725663,5247,4941,355674,40-60,journal_heavy,237,3
"Saupe, Sven J.",Institut de Biochimie et Génétique Cellulaires,fra,106,1994,2025,116971,3908,34,15.95088284458993,7,408,22,744,52,1859,3.41351236371113,2347,1.665104388581167,103,0.2593,96262,5276,41,18.83589685019217,7,457,22,947,52,2526,3.536612007933809,2613,2.019135093761959,104,0,0,3,Developmental Biology,0.3679245283018868,Microbiology,0.1886792452830189,Biomedical Research,0.8207547169811321,2669,3254,157999,40-60,journal_heavy,238,3
"Massie, Mary Jane",Memorial Sloan-Kettering Cancer Center,usa,43,1975,2014,102252,4366,24,10.33655511155511,1,1108,14,1946,27,2528,3.464001238185419,3996,1.092592592592593,39,0.0222,117453,4465,25,10.50322177822178,1,1110,14,1955,27,2545,3.463583350890144,4082,1.093826555609995,40,0,0,1,Oncology & Carcinogenesis,0.3720930232558139,Psychiatry,0.186046511627907,Clinical Medicine,0.813953488372093,4280,3952,355674,40-60,journal_heavy,239,3
"Craig, Jennifer Patricia",The University of Auckland,nzl,190,1993,2025,124108,10039,37,17.41312519180166,4,4,36,3928,120,7483,3.391445074017315,6913,1.452191523217127,168,0.1329,118170,11578,45,19.51431566799213,4,4,36,4384,120,8625,3.461438578214037,7373,1.570324155703241,173,0,0,4,Ophthalmology & Optometry,0.7368421052631579,General & Internal Medicine,0.04210526315789474,Clinical Medicine,0.9789473684210527,829,900,81681,40-60,journal_heavy,240,3
"Ghafoor, Arif",Purdue University,usa,244,1986,2023,178986,4539,35,18.41785714285714,13,61,35,209,178,3379,3.247282193066857,3653,1.242540377771695,184,0.0955,199092,5018,36,18.86785714285714,13,61,35,212,178,3707,3.257649893265646,3866,1.297982410760476,191,0,0,1,Artificial Intelligence & Image Processing,0.2663934426229508,Networking & Telecommunications,0.1885245901639344,Information & Communication Technologies,0.8852459016393442,4369,3885,458615,60-80,journal_heavy,241,3
"Dessau, Ralph M.",Technion - Israel Institute of Technology,isr,47,1962,1996,176414,2025,23,14.06666666666667,10,335,21,926,33,1389,3.2534361785431,1650,1.227272727272727,42,0.0083,206932,2042,23,14.06666666666667,10,335,21,927,33,1403,3.241527266560224,1666,1.225690276110444,42,0,0,0,Physical Chemistry,0.2553191489361702,General Chemistry,0.1702127659574468,Chemistry,0.8297872340425532,734,628,42601,60-80,journal_heavy,242,3
"Temesgen, Zelalem M.",Mayo Clinic College of Medicine and Science,usa,171,1995,2025,212693,3241,31,13.54107474650061,22,60,45,664,115,1592,3.174911323999499,3140,1.032165605095541,134,0.143,236143,3782,31,13.67889525932112,22,62,45,702,115,1679,3.185778516843256,3621,1.044462855564761,137,0,0,4,Pharmacology & Pharmacy,0.2280701754385965,Medicinal & Biomolecular Chemistry,0.1403508771929824,Clinical Medicine,0.5614035087719298,2269,2062,157499,60-80,journal_heavy,243,3
"Dubernet, Catherine",Université Paris-Saclay,fra,75,1987,2012,202113,8391,34,11.06931818181818,2,142,9,270,27,1130,3.196537695620818,7434,1.128732849071832,70,0.08310000000000001,215281,9151,38,11.62884199134199,2,142,9,271,27,1245,3.225111088052915,7761,1.179100631361938,72,0,0,16,Pharmacology & Pharmacy,0.5333333333333333,Chemical Physics,0.06666666666666667,Clinical Medicine,0.64,2056,1955,157499,60-80,journal_heavy,244,3
"Benaloh, Josh Cohen",Microsoft Research,usa,32,1986,2024,207839,2347,14,6.965873015873015,10,486,21,2148,22,2153,3.184765749381978,2111,1.111795357650403,27,0.0346,228960,2431,15,7.165873015873015,10,502,21,2201,22,2206,3.198899197800166,2163,1.123901987979658,27,0,0,0,Artificial Intelligence & Image Processing,0.59375,"Strategic, Defence & Security Studies",0.15625,Information & Communication Technologies,0.84375,5091,4515,458615,60-80,journal_heavy,245,3
"Lee, Dongeun",Kyungpook National University (KNU),kor,264,2003,2025,193199,3242,29,16.96908369408369,1,67,39,558,132,1897,3.215347157344164,2952,1.098238482384824,232,0.1983,185481,4044,33,18.49368686868686,1,71,39,668,132,2214,3.286387071931887,3373,1.198932700859769,236,0,0,3,Building & Construction,0.2196969696969697,Materials,0.1287878787878788,Built Environment & Design,0.2196969696969697,533,572,49618,60-80,journal_heavy,246,3
"Kang, Zhengsheng",Northwest A&F University,chn,338,1990,2020,161123,9981,55,22.88752501978307,1,1,19,819,208,5657,3.289703263594358,7086,1.408552074513124,321,0.2162,151340,12734,62,25.83359284085089,1,1,19,971,208,7240,3.367950591958831,7712,1.651192946058091,326,1,3,18,Plant Biology & Botany,0.650887573964497,Microbiology,0.07692307692307693,Biology,0.7218934911242604,2209,2356,189757,60-80,journal_heavy,247,3
"Blanchard, James",The University of Arizona,usa,93,1973,2008,151191,2335,24,14.74285714285714,10,301,43,1071,77,2108,3.315045706123393,2126,1.098306679209784,84,0.0327,176511,2414,24,14.74285714285714,10,301,43,1079,77,2166,3.30660713272473,2189,1.102786660575605,84,0,0,0,Pharmacology & Pharmacy,0.6129032258064516,Nutrition & Dietetics,0.0967741935483871,Clinical Medicine,0.7741935483870968,1644,1417,157499,60-80,journal_heavy,248,3
"Yura, Harold T.","Aerospace Corporation, USA",usa,115,1965,2023,152675,2557,22,14.96111111111111,23,444,59,1100,81,1374,3.31116458754932,2206,1.159111514052584,87,0.1031,154493,2851,24,16.32777777777778,23,457,59,1260,81,1564,3.359693217493379,2320,1.228879310344828,95,0,0,0,Optics,0.5304347826086957,Optoelectronics & Photonics,0.3304347826086956,Physics & Astronomy,0.5826086956521739,667,609,80301,60-80,journal_heavy,249,3
"Wakayama, Nobuko I.",National Institute for Materials Science,jpn,82,1974,2009,172013,1603,23,16.14166666666667,22,474,38,760,61,1195,3.263383367714045,848,1.890330188679245,76,0.1965,159737,1995,27,17.66785714285714,22,538,38,885,61,1438,3.346431154420077,959,2.08029197080292,77,0,0,0,Applied Physics,0.3902439024390244,Chemical Physics,0.1219512195121951,Physics & Astronomy,0.5853658536585366,4446,4563,314640,60-80,journal_heavy,250,3
"Kintisch, Eli",Tasilikulooq,grl,205,2001,2024,190480,1070,16,14.58333333333333,190,966,197,1000,201,1010,3.221262939849681,1009,1.060455896927651,129,0.0,223895,1070,16,14.58333333333333,190,966,197,1000,201,1010,3.208323558900418,1009,1.060455896927651,129,0,0,0,General & Internal Medicine,0.08791208791208792,Artificial Intelligence & Image Processing,0.03296703296703297,Clinical Medicine,0.3736263736263736,2686,2436,348741,60-80,journal_heavy,251,3
"Ferrari, Simone","Facoltà di Scienze Matematiche, Fisiche e Naturali",ita,52,1995,2025,212482,3975,27,7.626252431143737,2,77,10,1565,26,2228,3.175324472614548,3109,1.27854615632036,46,0.1287,226357,4562,28,7.792919097810403,2,77,10,1782,26,2540,3.203742907535224,3298,1.383262583383869,46,0,0,1,Plant Biology & Botany,0.7307692307692307,Biotechnology,0.07692307692307693,Biology,0.8076923076923077,3361,3153,189757,60-80,journal_heavy,252,3
