authfull,inst_name,cntry,np6024,firstyr,lastyr,rank (ns),nc9624 (ns),h24 (ns),hm24 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6024 cited9624 (ns),self%,rank,nc9624,h24,hm24,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6024 cited9624,np6024_rw,nc9624_to_rw,nc9624_rw,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,rank_percentile,field_type,sample_id,replicate
"Mahenthiralingam, Eshwar",College of Biomedical and Life Sciences,gbr,163,1993,2025,58162,10185,57,18.96707112332111,5,66,24,3209,84,5753,3.660160913634543,5847,1.741918932786044,157,0.1691,59344,12258,63,19.18178973803973,5,67,24,3671,84,6726,3.70141267182462,6312,1.942015209125475,159,0,0,10,Microbiology,0.6932515337423313,Respiratory System,0.09202453987730061,Biomedical Research,0.7484662576687117,1461,1461,217955,20-40,journal_heavy,133,3
"Bassett, William A.",Cornell University,usa,152,1960,2024,61881,6109,41,21.31190476190475,19,434,45,1382,96,3624,3.640077636774409,4970,1.229175050301811,137,0.1003,63177,6790,45,23.365873015873,19,446,45,1511,96,3919,3.681197010793819,5234,1.297286969812763,138,0,0,2,Applied Physics,0.2763157894736842,Geochemistry & Geophysics,0.2697368421052632,Physics & Astronomy,0.4342105263157895,1610,1528,314640,20-40,journal_heavy,134,3
"Maeder, Marcel","The University of Newcastle, Australia",aus,218,1980,2024,63797,7608,40,17.62380952380952,5,564,25,1496,90,3023,3.629534003959084,5021,1.515236008763195,202,0.1628,60435,9087,43,20.91904761904761,5,590,25,1631,90,3544,3.695468025571396,5433,1.672556598564329,204,0,0,3,Analytical Chemistry,0.3073394495412844,Inorganic & Nuclear Chemistry,0.2155963302752294,Chemistry,0.7339449541284404,422,433,129614,20-40,journal_heavy,135,3
"Burns, Stephen J.",University of Massachusetts Amherst,usa,139,1985,2025,66493,11635,54,20.74853202353201,4,90,24,1605,55,3762,3.615712529973032,8167,1.424635729153912,135,0.1205,69942,13229,58,21.91797646797645,4,90,24,1759,55,4185,3.647563557484776,8863,1.49260972582647,137,0,0,3,Paleontology,0.3453237410071943,Geochemistry & Geophysics,0.3309352517985611,Earth & Environmental Sciences,0.9568345323741008,309,247,22513,20-40,journal_heavy,136,3
"Guo, Jinhong",Western Institute of Digital-Intelligent Medicine,chn,218,2013,2025,89943,5739,43,17.63166000666,3,312,25,716,120,2909,3.510715873920874,4813,1.19239559526283,189,0.0935,91572,6331,45,18.57332667332667,3,353,25,875,120,3221,3.554532285554707,5123,1.235799336326371,191,1,5,25,Analytical Chemistry,0.4036697247706422,Nanoscience & Nanotechnology,0.1513761467889908,Chemistry,0.4587155963302753,672,638,129614,20-40,journal_heavy,137,3
"Eckardt, Lars",Universitätsklinikum Münster,deu,600,1997,2025,70062,22705,53,19.75466364747249,9,59,54,1166,264,3987,3.597908625275056,18382,1.235175715373735,503,0.1898,62492,28025,61,21.0416929469932,9,67,54,1509,264,5174,3.684639215168361,20990,1.335159599809433,524,0,0,7,Cardiovascular System & Hematology,0.735,Pharmacology & Pharmacy,0.03666666666666667,Clinical Medicine,0.9566666666666667,2189,2410,235606,20-40,journal_heavy,138,3
"Tsang, Mankei",National University of Singapore,sgp,118,2003,2025,59503,2952,30,23.29285714285714,42,1172,83,2391,98,2710,3.652898462521694,1825,1.617534246575342,82,0.1483,57281,3466,33,24.62619047619047,42,1367,83,2773,98,3150,3.712372046319814,1965,1.763867684478372,87,0,0,1,General Physics,0.4067796610169492,Optics,0.288135593220339,Physics & Astronomy,0.7966101694915254,380,376,83749,20-40,journal_heavy,139,3
"Isomaa, Bo A.",Folkhälsan,fin,114,1996,2022,55637,25932,62,7.418237903030744,1,196,6,4691,9,4825,3.674924765691704,20102,1.290020893443439,111,0.2002,58316,32424,67,7.973494313287153,1,196,6,4769,9,4919,3.706868504539691,22834,1.419987737584304,111,0,0,20,Endocrinology & Metabolism,0.4912280701754386,Developmental Biology,0.2543859649122807,Clinical Medicine,0.631578947368421,1254,1208,96207,20-40,journal_heavy,140,3
"Vallée, Alexandre",Hopital Foch,fra,199,2015,2025,91106,3609,31,16.14712012125806,40,262,119,2809,144,3236,3.506015257874254,3402,1.060846560846561,169,0.1593,85335,4293,34,17.67215619629413,40,318,119,3325,144,3818,3.579244374662254,3593,1.194823267464514,175,0,0,11,Cardiovascular System & Hematology,0.2060301507537688,Neurology & Neurosurgery,0.06532663316582915,Clinical Medicine,0.7035175879396985,2787,2969,235606,20-40,journal_heavy,141,3
"Zheng, Liangtao",Peking University,chn,271,1997,2025,66306,13792,58,20.4884550442728,7,43,26,1748,99,5660,3.616609082893916,11651,1.1837610505536,240,0.1094,67908,15487,61,21.14959350013742,7,54,26,1921,99,6254,3.657563535801049,12525,1.236487025948104,245,0,0,27,Oncology & Carcinogenesis,0.5074074074074074,Surgery,0.07407407407407407,Clinical Medicine,0.8740740740740741,2676,2712,355674,20-40,journal_heavy,142,3
"Haberal, Mehmet Ali",Başkent Üniversitesi,tur,1145,1970,2025,48378,12128,46,23.91116883713202,30,160,176,1056,1106,11473,3.719070516573574,10862,1.116553120972197,968,0.09269999999999999,44403,13367,47,25.52568903915222,30,217,176,1604,1106,12597,3.791840864977567,11445,1.167933595456531,991,1,3,17,Surgery,0.7441048034934498,Urology & Nephrology,0.06986899563318777,Clinical Medicine,0.97117903930131,327,384,141119,20-40,journal_heavy,143,3
"Betancur, Catalina",Sorbonne Université,fra,131,1988,2025,49823,18807,51,12.53042219463837,1,701,22,1627,38,3504,3.709824944181682,13054,1.440707829017926,126,0.1795,52717,22922,53,12.79681488054325,1,719,22,1753,38,4025,3.739250691488492,15131,1.514903178904236,126,0,0,7,Neurology & Neurosurgery,0.2900763358778626,Psychiatry,0.267175572519084,Clinical Medicine,0.6717557251908397,3555,3419,360881,20-40,journal_heavy,144,3
"Brown, Stanley B.",University of Leeds,gbr,144,1974,2018,64482,7119,41,18.40003607503607,4,211,30,2104,111,5250,3.625867026970798,6006,1.185314685314685,128,0.0575,73876,7553,42,18.93336940836939,4,212,30,2129,111,5449,3.628874902833085,6221,1.214113486577721,129,0,0,8,Biochemistry & Molecular Biology,0.2847222222222222,Biophysics,0.1875,Biomedical Research,0.4930555555555556,2812,2435,212967,20-40,journal_heavy,145,3
"Lapinsky, Stephen Earl",University of Toronto Faculty of Medicine,can,190,1991,2025,63085,10652,44,19.63239470797519,34,412,75,1500,105,1980,3.633341228877783,9098,1.170806770718839,146,0.0641,71689,11381,45,19.88502628692256,34,425,75,1575,105,2075,3.639184529656946,9557,1.190854870775348,149,0,0,3,Emergency & Critical Care Medicine,0.2947368421052631,Respiratory System,0.08421052631578947,Clinical Medicine,0.9052631578947369,221,202,41816,20-40,journal_heavy,146,3
"Zee, Phyllis C.",Northwestern University Feinberg School of Medicine,usa,415,1991,2025,47473,19224,74,30.78574443565137,8,36,30,821,173,9101,3.725063155888785,15201,1.264653641207815,374,0.1209,46983,21869,80,32.25340931276393,8,46,30,903,173,10085,3.774841644706456,16544,1.321868955512572,377,0,0,3,Neurology & Neurosurgery,0.4154589371980676,Oncology & Carcinogenesis,0.05314009661835749,Clinical Medicine,0.9009661835748792,3231,3283,360881,20-40,journal_heavy,147,3
"Maurer, Daphne M.",McMaster University,can,204,1969,2024,48901,10035,48,26.95714285714284,9,70,39,3397,105,6411,3.715624532710256,6619,1.516090043813265,189,0.1192,51165,11393,52,28.24047619047618,9,76,39,3575,105,7010,3.74886019625599,6856,1.661756126021003,191,0,0,0,Experimental Psychology,0.5049019607843137,Developmental & Child Psychology,0.1666666666666667,Psychology & Cognitive Sciences,0.7647058823529411,669,648,36527,20-40,journal_heavy,148,3
"Petreczky, Péter",Brookhaven National Laboratory Physics Department,usa,280,1996,2025,53439,13683,53,22.68256193660197,26,325,49,882,119,3223,3.687781754133264,7729,1.770345452193039,206,0.2456,37215,18138,65,27.73726279130282,26,472,49,1215,119,4261,3.843742675227528,9009,2.013320013320013,230,0,0,0,Nuclear & Particle Physics,0.9178571428571428,General Physics,0.05714285714285714,Physics & Astronomy,1.0,640,824,158450,20-40,journal_heavy,149,3
"Matas, Jiri George",Czech Technical University in Prague,cze,378,1993,2025,56638,37684,76,31.30405344639478,0,0,19,3417,189,22593,3.668795633840472,28706,1.312756914930677,294,0.0483,65569,39595,77,32.3969105892519,0,0,19,3538,189,23334,3.668995591019856,29389,1.347272789138793,296,0,0,18,Artificial Intelligence & Image Processing,0.7513227513227513,Networking & Telecommunications,0.01587301587301587,Information & Communication Technologies,0.9444444444444444,1348,1208,458615,20-40,journal_heavy,150,3
"Heinrichs, R. Walter",York University,can,60,1985,2024,69246,4271,25,16.99285714285714,17,675,34,3464,45,3930,3.60178424370597,3809,1.121291677605671,55,0.0522,78434,4506,26,16.99285714285714,17,707,34,3604,45,4099,3.608310623666074,3901,1.15508843886183,55,0,0,1,Psychiatry,0.4166666666666667,Experimental Psychology,0.25,Clinical Medicine,0.55,1420,1292,85760,20-40,journal_heavy,151,3
"Deck, S.",Institut Polytechnique de Paris,fra,131,2002,2025,71909,6131,31,17.75,6,866,21,1545,81,2309,3.588715053189461,4409,1.390564753912452,101,0.1616,61678,7313,35,20.01666666666666,6,1050,21,2014,81,3049,3.688787244256286,4626,1.58084738434933,116,0,0,0,Aerospace & Aeronautics,0.4580152671755725,Fluids & Plasmas,0.3282442748091603,Engineering,0.4885496183206107,86,94,62704,20-40,journal_heavy,152,3
"Gurevich, Aleksander V.",P.N. Lebedev Physical Institute of the Russian Academy of Sciences,rus,183,1962,2021,77451,4046,31,18.88892496392496,8,271,119,3208,147,3450,3.56289078409833,2624,1.541920731707317,145,0.1685,72758,4866,36,21.01584804084804,8,273,119,3749,147,4115,3.633873816290157,2856,1.703781512605042,154,0,0,0,Fluids & Plasmas,0.459016393442623,General Physics,0.1748633879781421,Physics & Astronomy,0.825136612021858,674,647,55132,20-40,journal_heavy,153,3
"Jolles, Jelle",Universiteit Maastricht,nld,438,1982,2017,48547,30010,89,38.76219972837622,6,32,13,140,280,13722,3.717951604765339,25262,1.187950281054548,424,0.09300000000000001,46325,33088,93,40.85054559303789,6,43,13,186,280,15285,3.779202296817084,26521,1.247615097469929,426,0,0,23,Neurology & Neurosurgery,0.1986301369863014,Experimental Psychology,0.1894977168949772,Clinical Medicine,0.5821917808219178,3189,3352,360881,20-40,journal_heavy,154,3
"Xie, Xiaohui S.",Department of Computer Science,usa,118,2000,2020,61582,25270,54,19.78538990227404,2,22,15,2389,72,8076,3.641736963342741,22460,1.125111308993767,114,0.0633,69270,26978,56,20.73538990227404,2,22,15,2470,72,8328,3.650895346300977,23809,1.133100928220421,114,0,0,25,Bioinformatics,0.3305084745762712,Artificial Intelligence & Image Processing,0.211864406779661,Enabling & Strategic Technologies,0.3389830508474576,176,158,23358,20-40,journal_heavy,155,3
"Medcalf, Robert Lindsay",Monash University,aus,196,1980,2025,90655,4780,41,19.17490320847098,10,303,28,754,119,2950,3.507840568431252,4049,1.180538404544332,169,0.1995,79227,5971,46,22.9815271400949,10,354,28,893,119,3597,3.604838791436661,4595,1.299455930359086,172,0,0,9,Cardiovascular System & Hematology,0.2704081632653061,Biochemistry & Molecular Biology,0.163265306122449,Clinical Medicine,0.7295918367346939,2625,2958,235606,20-40,journal_heavy,156,3
"Schmitz, Tony L.",Tickle College of Engineering,usa,430,1997,2025,53368,5326,40,21.85952380952381,16,441,86,2579,307,3965,3.688257176855102,3723,1.430566747246844,257,0.2175,47092,6806,43,24.02619047619047,16,516,86,3291,307,5175,3.774202749335987,4229,1.609363915819343,289,0,0,2,Industrial Engineering & Automation,0.8046511627906977,Materials,0.03720930232558139,Engineering,0.8627906976744186,377,417,122381,20-40,journal_heavy,157,3
"Cabral, Joaquium M.Sampaio",Instituto Superior Técnico,prt,642,1981,2025,59303,17259,61,30.6523230854113,3,88,32,247,302,8363,3.653859126564451,13985,1.23410797282803,579,0.1556,56262,20440,65,34.92018022826845,3,104,32,271,302,9761,3.718443003021471,15023,1.360580443320242,589,0,0,7,Biotechnology,0.5062305295950156,Developmental Biology,0.04205607476635514,Enabling & Strategic Technologies,0.5763239875389408,159,163,66225,20-40,journal_heavy,158,3
"Piazza, Roberto",Politecnico di Milano,ita,141,1982,2024,56134,5226,36,20.93015873015872,16,708,49,1910,92,3780,3.672056123087811,3853,1.356345704645731,121,0.0983,59593,5796,39,21.4063492063492,16,743,49,2069,92,4152,3.699883936375108,4060,1.427586206896552,128,0,0,1,Chemical Physics,0.2624113475177305,Fluids & Plasmas,0.2553191489361702,Physics & Astronomy,0.7943262411347518,1266,1120,115551,20-40,journal_heavy,159,3
"Yu, Stella X.","University of Michigan, Ann Arbor",usa,132,1998,2025,89414,7907,36,19.74011544011544,6,110,20,1427,76,3644,3.512864940989289,7378,1.071699647600976,113,0.0408,97780,8243,37,19.9067821067821,6,134,20,1506,76,3828,3.531292363452264,7570,1.0889035667107,122,0,0,5,Artificial Intelligence & Image Processing,0.7424242424242424,Ophthalmology & Optometry,0.04545454545454546,Information & Communication Technologies,0.7651515151515151,1989,1850,458615,20-40,journal_heavy,160,3
"Van Hulst, Niek F.",Institut de Ciencies Fotoniques,esp,275,1991,2025,73114,17051,63,23.88734876234875,8,36,25,374,161,9860,3.582865356614424,12911,1.320656804275424,214,0.0911,77290,18761,68,25.6151626151626,8,36,25,406,161,10768,3.613285509298777,13618,1.37766191804964,215,0,0,2,Optics,0.1745454545454546,Optoelectronics & Photonics,0.16,Physics & Astronomy,0.5018181818181818,349,300,80301,20-40,journal_heavy,161,3
"Brosnan, Celia Fildes",Albert Einstein College of Medicine,usa,211,1970,2015,85653,16601,71,25.51764754316992,1,3,27,1390,101,9004,3.527664008482719,12570,1.320684168655529,195,0.07400000000000001,95079,17927,76,26.06688996741234,1,3,27,1471,101,9514,3.541035729207501,13056,1.373085171568627,197,0,0,20,Neurology & Neurosurgery,0.5592417061611374,Immunology,0.2606635071090048,Clinical Medicine,0.943127962085308,5923,5490,360881,20-40,journal_heavy,162,3
"Bruemmer, Stephen M.",Pacific Northwest National Laboratory,usa,200,1979,2020,126508,3967,32,17.71468253968253,10,92,53,1244,162,3166,3.384174819902857,2816,1.408735795454545,162,0.1518,123803,4677,36,19.67420634920634,10,94,53,1411,162,3664,3.444582617203061,3096,1.510658914728682,169,0,0,1,Materials,0.54,Energy,0.335,Enabling & Strategic Technologies,0.895,1781,1761,314399,40-60,journal_heavy,163,3
"Stone, Richard A.",University of Pennsylvania Perelman School of Medicine,usa,171,1976,2025,95627,7955,49,19.91650443498268,2,28,46,1811,105,4304,3.488423566443179,5461,1.456692913385827,159,0.1314,96367,9158,53,20.54248188542822,2,35,46,2015,105,4734,3.536231546750696,5907,1.55036397494498,161,0,0,5,Ophthalmology & Optometry,0.6783625730994152,Neurology & Neurosurgery,0.09941520467836257,Clinical Medicine,0.8771929824561403,664,687,81681,40-60,journal_heavy,164,3
"Keren, Rami",Agricultural Research Organization of Israel,isr,85,1975,2024,113635,2637,32,19.73333333333333,14,289,43,1144,66,1955,3.424280785936275,2135,1.235128805620609,76,0.086,121292,2885,34,20.81666666666666,14,299,43,1234,66,2128,3.451906235287606,2220,1.299549549549549,76,0,0,4,Agronomy & Agriculture,0.6823529411764706,Geochemistry & Geophysics,0.1294117647058824,"Agriculture, Fisheries & Forestry",0.8352941176470589,632,595,88035,40-60,journal_heavy,165,3
"Soto, Sara Maria",Centro de Investigación Biomédica en Red de Enfermedades Infecciosas,esp,84,1999,2025,136319,3503,29,11.76240605799429,5,412,19,1028,52,2065,3.355539246267902,3153,1.111005391690453,82,0.08800000000000001,142759,3841,32,12.70361484920308,5,415,19,1098,52,2193,3.390232293608677,3351,1.14622500746046,83,0,0,1,Microbiology,0.7380952380952381,Medicinal & Biomolecular Chemistry,0.03571428571428571,Biomedical Research,0.7857142857142857,3446,3341,217955,40-60,journal_heavy,166,3
"Wirthlin, Michael J.",Brigham Young University,usa,156,1994,2025,133274,3264,31,16.85302287581699,6,196,30,847,112,2384,3.364201336832159,2363,1.381294964028777,134,0.1415,132475,3802,36,17.91968954248365,6,205,30,917,112,2759,3.419175796250274,2600,1.462307692307692,142,0,0,1,Computer Hardware & Architecture,0.3141025641025641,Nuclear & Particle Physics,0.3141025641025641,Information & Communication Technologies,0.4807692307692308,120,119,19663,40-60,journal_heavy,167,3
"Desselberger, Ulrich",Addenbrooke's Hospital,gbr,128,1972,2021,103413,5992,40,17.28774558774558,23,332,36,757,81,1571,3.459812109086591,4874,1.229380385720148,110,0.1222,111740,6826,41,18.03774558774559,23,348,36,805,81,1709,3.482191913537421,5303,1.287195926833868,110,0,0,2,Virology,0.515625,Microbiology,0.171875,Biomedical Research,0.765625,920,832,75944,40-60,journal_heavy,168,3
"Dunn, Gavin P.",Harvard Medical School,usa,119,2002,2025,121237,21322,45,11.83188369444199,0,0,21,11716,41,12273,3.400021773193909,18467,1.154600097471165,110,0.0558,138120,22583,47,11.95489956745786,0,0,21,11969,41,12604,3.403006013975628,19321,1.168831841002018,110,0,0,30,Oncology & Carcinogenesis,0.4117647058823529,Neurology & Neurosurgery,0.2016806722689076,Clinical Medicine,0.8907563025210085,4972,4609,355674,40-60,journal_heavy,169,3
"White, Roger Dean",Mayo Clinic,usa,181,1965,2023,92154,8238,40,17.04519636710039,28,170,51,1152,102,2726,3.501816260364317,6503,1.266799938489928,159,0.0885,92095,9038,42,18.64241858932261,28,201,51,1327,102,3039,3.552417317592159,6860,1.317492711370262,162,0,0,7,Emergency & Critical Care Medicine,0.4033149171270718,Cardiovascular System & Hematology,0.1602209944751381,Clinical Medicine,0.9834254143646409,288,297,41816,40-60,journal_heavy,170,3
"Rangappa, Sanjay Mavinkere",King Mongkut's University of Technology North Bangkok,tha,513,2015,2025,129293,15795,63,25.80902796034373,0,0,38,2841,67,3548,3.376032801298721,9081,1.739345887016848,443,0.2493,113985,21039,75,30.53081728213305,0,0,38,3414,67,4449,3.474904379012127,9866,2.13247516724103,460,0,0,26,Polymers,0.3879142300194932,Materials,0.1676413255360624,Chemistry,0.5029239766081871,1065,1164,124976,40-60,journal_heavy,171,3
"Taylor, Edwin William Ted",University of Birmingham,gbr,184,1970,2025,134211,4854,36,20.70516983016983,7,47,37,800,101,3244,3.361563418198278,3705,1.310121457489879,167,0.2279,113117,6287,43,23.87342379842379,7,59,37,1064,101,3882,3.477744945468537,4100,1.533414634146341,175,0,0,2,Physiology,0.625,Fisheries,0.07065217391304347,Biomedical Research,0.717391304347826,512,605,25975,40-60,journal_heavy,172,3
"Broderick, Neil G.R.",The University of Auckland,nzl,330,1994,2025,106094,7050,43,16.93789587605376,12,80,56,1535,129,2333,3.450313818376613,5701,1.236625153481845,171,0.1458,108085,8253,45,17.81212556793052,12,94,56,1681,129,2648,3.494504115344592,6424,1.284713574097136,182,0,0,2,Optics,0.4787878787878788,Optoelectronics & Photonics,0.2878787878787879,Physics & Astronomy,0.6060606060606061,483,430,80301,40-60,journal_heavy,173,3
"Priestley, Rodney D.",School of Engineering and Applied Science,usa,150,2004,2025,126612,5268,35,15.15122655122655,3,86,13,1117,86,3476,3.383860647808144,4197,1.25518227305218,128,0.1521,123551,6213,40,16.28932178932178,3,90,13,1292,86,4068,3.445328925704787,4526,1.37273530711445,131,0,0,1,Polymers,0.2953020134228188,Nanoscience & Nanotechnology,0.1476510067114094,Chemistry,0.4832214765100671,1155,1139,124976,40-60,journal_heavy,174,3
"Bailey, Nick",College of Social Sciences,gbr,84,1994,2025,137459,2096,26,16.76666666666667,20,452,43,1175,60,1368,3.352237828276418,1868,1.122055674518201,80,0.0919,153707,2308,27,16.35952380952381,20,470,43,1255,60,1485,3.361818863235119,2003,1.152271592611083,82,0,0,0,Urban & Regional Planning,0.3214285714285715,Geography,0.119047619047619,Built Environment & Design,0.5,262,242,13953,40-60,journal_heavy,175,3
"Senthilselvan, Ambikaipakan",University of Alberta,can,235,1992,2025,128780,7449,41,19.80674603174602,4,72,23,611,83,1864,3.377514495739592,6961,1.070104869989944,223,0.1007,128126,8283,44,21.91862581862581,4,76,23,747,83,2121,3.431743096600872,7416,1.116909385113269,228,0,0,6,Respiratory System,0.2085106382978723,Environmental & Occupational Health,0.1021276595744681,Clinical Medicine,0.6978723404255319,1174,1214,68788,40-60,journal_heavy,176,3
"Kouki, Jari",Itä-Suomen yliopisto,fin,144,1991,2025,124763,5501,37,19.28339212291871,5,105,16,705,91,2263,3.389339768705821,3962,1.388440181726401,138,0.2086,117222,6951,42,21.91672545625204,5,105,16,810,91,2772,3.464230550539306,4484,1.550178412132025,140,0,0,2,Forestry,0.4375,Ecology,0.375,Biology,0.5,134,143,34705,40-60,journal_heavy,177,3
"Mirsaeidi, Mehdi Seyed",University of Florida,usa,258,2004,2025,127595,8725,43,17.43887678203757,3,25,46,1332,139,2803,3.381068249643219,7234,1.206110035941388,232,0.1831,126382,10681,46,18.2720658152266,3,31,46,1516,139,3117,3.43697406338487,8292,1.288109020742885,237,0,0,10,Microbiology,0.2015503875968992,Respiratory System,0.189922480620155,Clinical Medicine,0.6627906976744186,3072,3135,217955,40-60,journal_heavy,178,3
"Einarsson, Páll",Nordic Volcanological Center,isl,129,1971,2025,97745,4860,39,17.40169859728683,6,448,19,899,48,1594,3.480497027262174,2712,1.792035398230089,122,0.275,79218,6703,46,20.50849684290087,6,549,19,1136,48,2088,3.604887408571065,3036,2.207839262187088,125,0,0,0,Geochemistry & Geophysics,0.7751937984496124,Meteorology & Atmospheric Sciences,0.124031007751938,Earth & Environmental Sciences,0.9767441860465116,1407,1711,103460,40-60,journal_heavy,179,3
"Yoo, Choongshik",Voiland College of Engineering and Architecture,usa,159,1983,2025,98710,5003,40,18.5395202020202,7,103,41,1514,119,3345,3.477058772312188,3827,1.307290305722498,146,0.134,97783,5777,42,20.75752615440115,7,117,41,1662,119,3855,3.5312797484969,4155,1.390373044524669,146,0,0,7,Applied Physics,0.2830188679245283,Chemical Physics,0.1949685534591195,Physics & Astronomy,0.7295597484276729,2596,2506,314640,40-60,journal_heavy,180,3
"Fullerton, Heather J.",David Geffen School of Medicine at UCLA,usa,150,1998,2025,112694,36539,53,14.95514854805527,2,5,24,2055,58,3610,3.427556635947272,32386,1.128234422281233,146,0.0528,118835,38575,56,15.77551891842565,2,5,24,2390,58,4196,3.459450069688276,33387,1.155389822385959,146,0,0,47,Neurology & Neurosurgery,0.6,Cardiovascular System & Hematology,0.09333333333333334,Clinical Medicine,0.98,7232,6978,360881,40-60,journal_heavy,181,3
"Kapahi, Pankaj",Buck Institute for Research on Aging,usa,109,1999,2025,98755,11427,46,13.7901153534017,1,27,10,2555,55,5427,3.47684742695998,9553,1.196168742803308,104,0.0637,111998,12204,48,13.71319227647862,1,27,10,2656,55,5791,3.481443769314922,9954,1.226039783001808,105,0,0,21,Developmental Biology,0.4403669724770642,Endocrinology & Metabolism,0.07339449541284404,Biomedical Research,0.6238532110091743,3040,2828,157999,40-60,journal_heavy,182,3
"Lambrecht, Astrid",Forschungszentrum Jülich GmbH,deu,158,1993,2024,144419,3814,36,18.92244144744144,4,75,29,1117,53,1545,3.333178611795423,2334,1.634104541559554,135,0.2456,131867,5056,42,20.35317737817738,4,83,29,1377,53,1921,3.42083623949594,2694,1.876763177431329,138,0,0,3,General Physics,0.3607594936708861,Fluids & Plasmas,0.2025316455696203,Physics & Astronomy,0.9556962025316456,909,930,83749,40-60,journal_heavy,183,3
"Villas-Bôas, Silas G.",Luxembourg Institute of Science and Technology,lux,122,2002,2025,130050,5484,37,17.46780485596274,5,30,23,1837,63,3299,3.373713506424303,4665,1.17556270096463,116,0.1437,124807,6404,41,18.87851914167703,5,37,23,2110,63,3819,3.441593828961094,5074,1.262120614899488,116,0,0,5,Analytical Chemistry,0.2049180327868853,Microbiology,0.1475409836065574,Biomedical Research,0.2950819672131147,964,960,129614,40-60,journal_heavy,184,3
"Silva, Elvio G.",The University of Texas MD Anderson Cancer Center,usa,198,1980,2024,99982,12241,65,24.28181818181817,7,6,34,1446,85,4312,3.472438261248205,9302,1.315953558374543,187,0.0716,113422,13185,66,24.77348484848484,7,6,34,1522,85,4588,3.476802288768213,9725,1.355784061696658,187,0,0,2,Pathology,0.5555555555555556,Oncology & Carcinogenesis,0.2777777777777778,Clinical Medicine,0.9848484848484849,304,288,25326,40-60,journal_heavy,185,3
"Alsharif, Mohammed H.",Sejong University,kor,167,2013,2025,136492,4374,33,15.39047619047618,5,85,50,1581,68,2224,3.355056372747412,3982,1.098442993470618,155,0.1403,127191,5088,36,17.61547619047619,5,106,50,1861,68,2581,3.434588506760824,4343,1.171540409854939,158,0,0,19,Energy,0.2874251497005988,Networking & Telecommunications,0.2095808383233533,Enabling & Strategic Technologies,0.3053892215568862,1822,1985,343394,40-60,journal_heavy,186,3
"Perkins, Noel C.","University of Michigan, Ann Arbor",usa,192,1986,2025,112374,3637,31,18.53571428571428,8,324,16,792,133,2447,3.428544929165402,2701,1.346538319141059,155,0.1361,112514,4210,35,20.62781385281385,8,334,16,809,133,2785,3.479711518354952,2905,1.449225473321859,163,0,0,2,Acoustics,0.2239583333333333,Mechanical Engineering & Transports,0.1875,Engineering,0.3697916666666667,262,253,36865,40-60,journal_heavy,187,3
"James, Matthew T.",Cumming School of Medicine,can,290,2006,2025,128280,12932,59,16.87771157632464,2,2,43,2785,93,4732,3.3790053880752,11480,1.126480836236934,255,0.1135,136090,14588,64,17.8041794402925,2,2,43,3035,93,5072,3.408667234308527,12308,1.185245368865778,261,0,0,10,Urology & Nephrology,0.4206896551724138,General & Internal Medicine,0.1620689655172414,Clinical Medicine,0.9275862068965517,1383,1353,92052,40-60,journal_heavy,188,3
"Bino, Raoul J.",Wageningen University & Research,nld,103,1982,2014,135863,7488,41,15.83068783068783,2,45,17,1058,47,2306,3.356764788440862,6038,1.240145743623716,100,0.1383,137044,8690,45,16.6473544973545,2,45,17,1253,47,2769,3.405940264361306,6534,1.32996632996633,101,0,0,0,Plant Biology & Botany,0.6504854368932039,Analytical Chemistry,0.1067961165048544,Biology,0.6893203883495146,1985,1955,189757,40-60,journal_heavy,189,3
"Bianco, Fernando J.",Urological Research Network,usa,128,1997,2025,134512,7622,45,12.22857497400751,7,81,26,1349,36,1536,3.360640207478933,6273,1.215048621074446,113,0.0993,149621,8462,46,12.26857497400751,7,82,26,1468,36,1658,3.372277739362855,6718,1.259601071747544,115,0,0,4,Urology & Nephrology,0.578125,Oncology & Carcinogenesis,0.1953125,Clinical Medicine,0.984375,1523,1418,92052,40-60,journal_heavy,190,3
"Ryerson, Christopher J.",The University of British Columbia,can,299,2007,2025,100034,18383,54,15.22892837329191,6,15,43,1899,151,4375,3.472251809428573,11983,1.534089960777768,253,0.1543,95809,21738,59,16.08850851548764,6,19,43,2240,151,5099,3.538357717625322,13091,1.660530135207394,255,0,0,12,Respiratory System,0.6254180602006689,Oncology & Carcinogenesis,0.02341137123745819,Clinical Medicine,0.9698996655518395,913,962,68788,40-60,journal_heavy,191,3
"Giveon, Amit",Hebrew University of Jerusalem,isr,132,1987,2025,135984,5230,36,18.78333333333333,7,10,71,3590,77,3720,3.356420876995132,3193,1.63795803319762,120,0.1347,134537,6044,38,20.7,7,12,71,4059,77,4221,3.413114479404153,3366,1.795603089720737,122,0,0,0,Nuclear & Particle Physics,0.9696969696969697,Mathematical Physics,0.007575757575757576,Physics & Astronomy,0.9924242424242424,2406,2113,158450,40-60,journal_heavy,192,3
