sample_id,authfull,field,field_type,sample_stratum,scopus_pubs,scopus_citations,scopus_h_index,openalex_found,openalex_id,openalex_name,openalex_pubs,openalex_citations,coverage_ratio,citation_coverage,match_quality,total_works,total_citations,books_count,books_pct,articles_count,oa_count,oa_pct,elsevier_count,elsevier_pct,elsevier_citations,elsevier_citations_pct,wiley_count,wiley_pct,springer_count,springer_pct,plos_count,frontiers_count,oa_publisher_count,oa_publisher_pct,publisher_counts
1,"Meltzer, David J.",Archaeology,book_heavy,top_quartile,116,6559,42,True,https://openalex.org/A5011177508,David J. Meltzer,210.0,10467.0,0.5523809523809524,0.6266360943918984,good,210.0,10467.0,54.0,25.71428571428571,156.0,33.0,15.714285714285714,24.0,11.428571428571429,1436.0,13.719308302283368,10.0,4.761904761904762,16.0,7.6190476190476195,0.0,0.0,0.0,0.0,"{""Unknown"": 61, ""Cambridge"": 41, ""Other"": 36, ""Elsevier"": 24, ""Taylor & Francis"": 20, ""Springer Nature"": 16, ""Wiley"": 10, ""IEEE"": 2}"
2,"Freestone, Ian C.",Archaeology,book_heavy,top_quartile,89,4182,33,True,https://openalex.org/A5027270514,Ian C. Freestone,198.0,6387.0,0.4494949494949495,0.6547674964772193,good,198.0,6387.0,29.0,14.646464646464647,169.0,48.0,24.242424242424242,30.0,15.151515151515152,1208.0,18.913417880068888,29.0,14.646464646464647,15.0,7.575757575757576,2.0,0.0,2.0,1.0101010101010102,"{""Other"": 76, ""Elsevier"": 30, ""Wiley"": 29, ""Unknown"": 25, ""Springer Nature"": 15, ""Cambridge"": 12, ""Oxford"": 5, ""Taylor & Francis"": 4, ""PLOS"": 2}"
3,"Dillehay, Tom Dalton",Archaeology,book_heavy,top_quartile,107,3677,29,True,https://openalex.org/A5037864996,Tom D. Dillehay,280.0,7396.0,0.3821428571428571,0.49716062736614386,good,280.0,7396.0,79.0,28.214285714285715,201.0,84.0,30.0,7.0,2.5,112.0,1.5143320713899404,7.0,2.5,26.0,9.285714285714286,2.0,1.0,3.0,1.0714285714285714,"{""Other"": 108, ""Unknown"": 59, ""Cambridge"": 47, ""Springer Nature"": 26, ""Taylor & Francis"": 21, ""Wiley"": 7, ""Elsevier"": 7, ""PLOS"": 2, ""Oxford"": 2, ""Frontiers"": 1}"
4,"Vigne, Jean Denis",Archaeology,book_heavy,top_quartile,131,7200,46,True,https://openalex.org/A5070763697,Jean‐Denis Vigne,313.0,7550.0,0.4185303514376997,0.9536423841059603,good,313.0,7550.0,42.0,13.418530351437699,271.0,86.0,27.47603833865815,22.0,7.0287539936102235,972.0,12.874172185430464,6.0,1.9169329073482428,19.0,6.070287539936102,6.0,1.0,7.0,2.2364217252396164,"{""Other"": 161, ""Unknown"": 89, ""Elsevier"": 22, ""Springer Nature"": 19, ""PLOS"": 6, ""Wiley"": 6, ""Oxford"": 4, ""Cambridge"": 3, ""Taylor & Francis"": 2, ""Frontiers"": 1}"
5,"Schiffer, Michael Brian",Archaeology,book_heavy,top_quartile,66,3411,26,True,https://openalex.org/A5108648065,Michael Brian Schiffer,223.0,8858.0,0.29596412556053814,0.38507563784149923,good,223.0,8858.0,110.0,49.327354260089685,113.0,12.0,5.381165919282512,13.0,5.829596412556054,1099.0,12.406863851885301,20.0,8.968609865470851,19.0,8.520179372197308,0.0,0.0,0.0,0.0,"{""Unknown"": 68, ""Other"": 59, ""Cambridge"": 31, ""Wiley"": 20, ""Springer Nature"": 19, ""Elsevier"": 13, ""Taylor & Francis"": 9, ""Oxford"": 4}"
6,"O'Connor, Sue",Archaeology,book_heavy,top_quartile,160,3987,37,True,https://openalex.org/A5040311182,Sue O’Connor,359.0,8127.0,0.4456824512534819,0.49058693244739754,good,359.0,8127.0,70.0,19.498607242339833,289.0,179.0,49.86072423398329,39.0,10.86350974930362,1620.0,19.93355481727575,27.0,7.520891364902507,17.0,4.735376044568245,5.0,1.0,6.0,1.6713091922005572,"{""Other"": 133, ""Taylor & Francis"": 59, ""Unknown"": 47, ""Elsevier"": 39, ""Wiley"": 27, ""Cambridge"": 20, ""Springer Nature"": 17, ""Oxford"": 11, ""PLOS"": 5, ""Frontiers"": 1}"
7,"Buckland, Paul Christopher",Archaeology,book_heavy,bottom_quartile,79,1837,26,False,,,,,,,not_found,,,,,,,,,,,,,,,,,,,,
8,"Brumm, Adam",Archaeology,book_heavy,bottom_quartile,62,2723,24,True,https://openalex.org/A5004543203,Adam Brumm,115.0,4144.0,0.5391304347826087,0.6570945945945946,good,115.0,4144.0,10.0,8.695652173913043,105.0,59.0,51.30434782608696,15.0,13.043478260869565,494.0,11.92084942084942,7.0,6.086956521739131,22.0,19.130434782608695,4.0,1.0,5.0,4.3478260869565215,"{""Unknown"": 36, ""Springer Nature"": 22, ""Other"": 20, ""Elsevier"": 15, ""Wiley"": 7, ""Cambridge"": 5, ""PLOS"": 4, ""Taylor & Francis"": 4, ""Frontiers"": 1, ""Oxford"": 1}"
9,"Nelson, D. Erle",Archaeology,book_heavy,bottom_quartile,68,3475,29,True,https://openalex.org/A5111778879,D.E. Nelson,94.0,6495.0,0.723404255319149,0.5350269438029254,good,94.0,6495.0,3.0,3.1914893617021276,91.0,19.0,20.212765957446805,29.0,30.851063829787233,2024.0,31.16243264049269,4.0,4.25531914893617,6.0,6.382978723404255,0.0,0.0,0.0,0.0,"{""Elsevier"": 29, ""Cambridge"": 21, ""Other"": 20, ""Unknown"": 7, ""Springer Nature"": 6, ""Taylor & Francis"": 5, ""Wiley"": 4, ""ACS"": 1, ""IEEE"": 1}"
10,"Clark, Geoffrey A.",Archaeology,book_heavy,bottom_quartile,67,1228,21,True,https://openalex.org/A5014516552,Geoffrey A. Clark,212.0,4201.0,0.3160377358490566,0.2923113544394192,good,212.0,4201.0,33.0,15.566037735849056,179.0,32.0,15.09433962264151,9.0,4.245283018867925,209.0,4.975005950964056,31.0,14.622641509433961,10.0,4.716981132075472,0.0,0.0,0.0,0.0,"{""Other"": 82, ""Unknown"": 42, ""Wiley"": 31, ""Taylor & Francis"": 19, ""Cambridge"": 18, ""Springer Nature"": 10, ""Elsevier"": 9, ""IEEE"": 1}"
11,"Redfern, R. C.",Archaeology,book_heavy,bottom_quartile,59,1361,22,True,https://openalex.org/A5066288957,Rebecca Redfern,100.0,1777.0,0.59,0.7658975801913337,good,100.0,1777.0,37.0,37.0,63.0,24.0,24.0,15.0,15.0,464.0,26.1114237478897,17.0,17.0,7.0,7.000000000000001,0.0,0.0,0.0,0.0,"{""Unknown"": 21, ""Cambridge"": 20, ""Wiley"": 17, ""Elsevier"": 15, ""Other"": 12, ""Springer Nature"": 7, ""Taylor & Francis"": 6, ""Oxford"": 2}"
12,"Kohl, Philip L.",Archaeology,book_heavy,bottom_quartile,37,980,13,True,https://openalex.org/A5111820622,Philip L. Kohl,131.0,3610.0,0.2824427480916031,0.27146814404432135,good,131.0,3610.0,41.0,31.297709923664126,90.0,7.0,5.343511450381679,1.0,0.7633587786259541,120.0,3.32409972299169,10.0,7.633587786259542,6.0,4.580152671755725,0.0,0.0,0.0,0.0,"{""Other"": 44, ""Cambridge"": 32, ""Unknown"": 27, ""Wiley"": 10, ""Taylor & Francis"": 9, ""Springer Nature"": 6, ""Oxford"": 2, ""Elsevier"": 1}"
13,"Crown, Patricia L.",Archaeology,book_heavy,anomaly,30,937,15,True,https://openalex.org/A5029613804,Patricia L. Crown,76.0,1789.0,0.39473684210526316,0.5237562884292901,good,76.0,1789.0,16.0,21.052631578947366,60.0,12.0,15.789473684210526,0.0,0.0,0.0,0.0,4.0,5.263157894736842,1.0,1.3157894736842104,0.0,0.0,0.0,0.0,"{""Other"": 27, ""Unknown"": 18, ""Cambridge"": 15, ""Taylor & Francis"": 11, ""Wiley"": 4, ""Springer Nature"": 1}"
14,"Gremillion, Kristen J.",Archaeology,book_heavy,anomaly,29,1636,19,True,https://openalex.org/A5030834250,Kristen J. Gremillion,79.0,2513.0,0.3670886075949367,0.6510147234381217,good,79.0,2513.0,26.0,32.91139240506329,53.0,11.0,13.924050632911392,3.0,3.79746835443038,121.0,4.814962196577795,5.0,6.329113924050633,2.0,2.5316455696202533,0.0,0.0,0.0,0.0,"{""Cambridge"": 26, ""Unknown"": 23, ""Other"": 17, ""Wiley"": 5, ""Elsevier"": 3, ""Taylor & Francis"": 3, ""Springer Nature"": 2}"
15,"Mirti, Piero",Archaeology,book_heavy,anomaly,52,1408,24,True,https://openalex.org/A5110218664,Piero Mirti,56.0,1656.0,0.9285714285714286,0.8502415458937198,good,56.0,1656.0,0.0,0.0,56.0,1.0,1.7857142857142856,14.0,25.0,485.0,29.287439613526573,18.0,32.142857142857146,12.0,21.428571428571427,0.0,0.0,0.0,0.0,"{""Wiley"": 18, ""Elsevier"": 14, ""Springer Nature"": 12, ""Other"": 9, ""Unknown"": 2, ""Taylor & Francis"": 1}"
16,"Odell, George Hamley",Archaeology,book_heavy,anomaly,33,1372,14,True,https://openalex.org/A5012428768,George H. Odell,102.0,3370.0,0.3235294117647059,0.40712166172106823,good,102.0,3370.0,19.0,18.627450980392158,83.0,5.0,4.901960784313726,6.0,5.88235294117647,149.0,4.421364985163205,10.0,9.803921568627452,13.0,12.745098039215685,0.0,0.0,0.0,0.0,"{""Taylor & Francis"": 39, ""Unknown"": 14, ""Springer Nature"": 13, ""Other"": 10, ""Cambridge"": 10, ""Wiley"": 10, ""Elsevier"": 6}"
17,"Allen, Jim",Archaeology,book_heavy,anomaly,33,1599,20,True,https://openalex.org/A5111590019,Jim Allen,113.0,2767.0,0.2920353982300885,0.5778821828695337,good,113.0,2767.0,9.0,7.964601769911504,104.0,25.0,22.123893805309734,2.0,1.7699115044247788,20.0,0.7228044813877845,17.0,15.04424778761062,2.0,1.7699115044247788,0.0,0.0,0.0,0.0,"{""Taylor & Francis"": 37, ""Unknown"": 25, ""Other"": 19, ""Wiley"": 17, ""Cambridge"": 10, ""Elsevier"": 2, ""Springer Nature"": 2, ""Oxford"": 1}"
18,"Cameron, Catherine M.",Archaeology,book_heavy,anomaly,32,896,15,True,https://openalex.org/A5040722960,Catherine M. Cameron,124.0,2764.0,0.25806451612903225,0.32416787264833574,good,124.0,2764.0,26.0,20.967741935483872,98.0,13.0,10.483870967741936,9.0,7.258064516129033,353.0,12.771345875542691,13.0,10.483870967741936,6.0,4.838709677419355,0.0,0.0,0.0,0.0,"{""Other"": 35, ""Unknown"": 31, ""Cambridge"": 15, ""Taylor & Francis"": 14, ""Wiley"": 13, ""Elsevier"": 9, ""Springer Nature"": 6, ""Oxford"": 1}"
19,"Adas, Michael",History,book_heavy,top_quartile,29,1216,11,True,https://openalex.org/A5112210942,Michael Adas,149.0,4338.0,0.19463087248322147,0.28031350852927617,good,149.0,4338.0,50.0,33.557046979865774,99.0,7.0,4.697986577181208,0.0,0.0,0.0,0.0,1.0,0.6711409395973155,1.0,0.6711409395973155,0.0,0.0,0.0,0.0,"{""Unknown"": 54, ""Oxford"": 34, ""Other"": 33, ""Cambridge"": 21, ""Taylor & Francis"": 5, ""Wiley"": 1, ""Springer Nature"": 1}"
20,"Sugrue, Thomas J.",History,book_heavy,top_quartile,26,2301,8,True,https://openalex.org/A5058784864,Thomas J. Sugrue,98.0,3385.0,0.2653061224489796,0.6797636632200886,good,98.0,3385.0,46.0,46.93877551020408,52.0,12.0,12.244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0204081632653061,0.0,0.0,0.0,0.0,"{""Other"": 53, ""Unknown"": 26, ""Oxford"": 9, ""Cambridge"": 8, ""Springer Nature"": 1, ""Taylor & Francis"": 1}"
21,"Ghodsee, Kristen R.",History,book_heavy,top_quartile,46,763,15,True,https://openalex.org/A5023387611,Kristen Ghodsee,156.0,1706.0,0.2948717948717949,0.44724501758499413,good,156.0,1706.0,67.0,42.94871794871795,89.0,22.0,14.102564102564102,8.0,5.128205128205128,185.0,10.844079718640094,11.0,7.051282051282051,6.0,3.8461538461538463,0.0,0.0,0.0,0.0,"{""Unknown"": 72, ""Other"": 43, ""Wiley"": 11, ""Elsevier"": 8, ""Taylor & Francis"": 7, ""Oxford"": 7, ""Springer Nature"": 6, ""Cambridge"": 2}"
22,"Benton, Lauren",History,book_heavy,top_quartile,51,1351,19,True,https://openalex.org/A5112763649,Lauren Benton,169.0,5188.0,0.30177514792899407,0.26040863531225905,good,169.0,5188.0,83.0,49.112426035502956,86.0,25.0,14.792899408284024,5.0,2.9585798816568047,81.0,1.561295296838859,3.0,1.7751479289940828,3.0,1.7751479289940828,0.0,0.0,0.0,0.0,"{""Cambridge"": 60, ""Other"": 46, ""Unknown"": 35, ""Oxford"": 12, ""Taylor & Francis"": 5, ""Elsevier"": 5, ""Wiley"": 3, ""Springer Nature"": 3}"
23,"Rosenwein, Barbara H.",History,book_heavy,top_quartile,28,1275,10,True,https://openalex.org/A5000021925,Barbara H. Rosenwein,212.0,4180.0,0.1320754716981132,0.3050239234449761,good,212.0,4180.0,104.0,49.056603773584904,108.0,23.0,10.849056603773585,0.0,0.0,0.0,0.0,4.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,"{""Other"": 71, ""Cambridge"": 61, ""Unknown"": 53, ""Oxford"": 20, ""Wiley"": 4, ""Taylor & Francis"": 3}"
24,"Bingham, Adrian",History,book_heavy,top_quartile,38,870,13,True,https://openalex.org/A5005092362,Adrian Bingham,141.0,1092.0,0.2695035460992908,0.7967032967032966,good,141.0,1092.0,63.0,44.680851063829785,78.0,13.0,9.219858156028367,0.0,0.0,0.0,0.0,7.0,4.964539007092199,6.0,4.25531914893617,0.0,0.0,0.0,0.0,"{""Unknown"": 38, ""Other"": 36, ""Oxford"": 32, ""Taylor & Francis"": 18, ""Wiley"": 7, ""Springer Nature"": 6, ""Cambridge"": 4}"
25,"Garrioch, David",History,book_heavy,bottom_quartile,31,588,9,True,https://openalex.org/A5002832775,David Garrioch,131.0,902.0,0.2366412213740458,0.6518847006651884,good,131.0,902.0,35.0,26.717557251908396,96.0,11.0,8.396946564885496,0.0,0.0,0.0,0.0,4.0,3.0534351145038165,0.0,0.0,0.0,0.0,0.0,0.0,"{""Unknown"": 41, ""Other"": 38, ""Cambridge"": 22, ""Oxford"": 16, ""Taylor & Francis"": 10, ""Wiley"": 4}"
26,"Althoff, Gerd",History,book_heavy,bottom_quartile,38,442,12,True,https://openalex.org/A5041256125,Gerd Althoff,174.0,1238.0,0.21839080459770116,0.3570274636510501,good,174.0,1238.0,93.0,53.44827586206896,81.0,28.0,16.091954022988507,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7241379310344827,0.0,0.0,0.0,0.0,"{""Unknown"": 96, ""Other"": 65, ""Cambridge"": 7, ""Springer Nature"": 3, ""Taylor & Francis"": 2, ""Oxford"": 1}"
27,"Brundage, James A.",History,book_heavy,bottom_quartile,34,378,12,True,https://openalex.org/A5108471194,James A. Brundage,347.0,5897.0,0.09798270893371758,0.06410039002882822,good,347.0,5897.0,65.0,18.73198847262248,282.0,8.0,2.3054755043227666,2.0,0.5763688760806917,0.0,0.0,2.0,0.5763688760806917,4.0,1.1527377521613833,0.0,0.0,0.0,0.0,"{""Other"": 120, ""Unknown"": 74, ""Cambridge"": 72, ""Oxford"": 51, ""Taylor & Francis"": 22, ""Springer Nature"": 4, ""Wiley"": 2, ""Elsevier"": 2}"
28,"Gabaccia, Donna R.",History,book_heavy,bottom_quartile,60,1053,11,True,https://openalex.org/A5008020998,Donna R. Gabaccía,233.0,4332.0,0.2575107296137339,0.24307479224376732,good,233.0,4332.0,57.0,24.463519313304722,176.0,19.0,8.15450643776824,0.0,0.0,0.0,0.0,5.0,2.1459227467811157,2.0,0.8583690987124464,0.0,0.0,0.0,0.0,"{""Other"": 78, ""Unknown"": 56, ""Oxford"": 51, ""Cambridge"": 29, ""Taylor & Francis"": 12, ""Wiley"": 5, ""Springer Nature"": 2}"
29,"Frend, William H.C.",History,book_heavy,bottom_quartile,46,379,12,True,https://openalex.org/A5039914226,William H.C. Frend,3.0,111.0,15.333333333333334,3.4144144144144146,good,3.0,111.0,1.0,33.33333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""Unknown"": 2, ""Other"": 1}"
30,"Browning, Christopher R.",History,book_heavy,bottom_quartile,38,640,8,True,https://openalex.org/A5057794678,Christopher R. Browning,250.0,9845.0,0.152,0.06500761808024377,good,250.0,9845.0,69.0,27.6,181.0,86.0,34.4,32.0,12.8,1083.0,11.000507872016252,12.0,4.8,26.0,10.4,0.0,0.0,0.0,0.0,"{""Other"": 82, ""Unknown"": 43, ""Elsevier"": 32, ""Oxford"": 26, ""Springer Nature"": 26, ""Cambridge"": 20, ""Wiley"": 12, ""Taylor & Francis"": 9}"
31,"Frend, William H.C.",History,book_heavy,anomaly,46,379,12,True,https://openalex.org/A5039914226,William H.C. Frend,3.0,111.0,15.333333333333334,3.4144144144144146,good,3.0,111.0,1.0,33.33333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""Unknown"": 2, ""Other"": 1}"
32,"Goitein, Shelomo Dov F.",History,book_heavy,anomaly,16,333,13,False,,,,,,,not_found,,,,,,,,,,,,,,,,,,,,
33,"Brundage, James A.",History,book_heavy,anomaly,34,378,12,True,https://openalex.org/A5108471194,James A. Brundage,347.0,5897.0,0.09798270893371758,0.06410039002882822,good,347.0,5897.0,65.0,18.73198847262248,282.0,8.0,2.3054755043227666,2.0,0.5763688760806917,0.0,0.0,2.0,0.5763688760806917,4.0,1.1527377521613833,0.0,0.0,0.0,0.0,"{""Other"": 120, ""Unknown"": 74, ""Cambridge"": 72, ""Oxford"": 51, ""Taylor & Francis"": 22, ""Springer Nature"": 4, ""Wiley"": 2, ""Elsevier"": 2}"
34,"Trachtenberg, Marc",History,book_heavy,anomaly,29,498,9,True,https://openalex.org/A5109372175,Marc Trachtenberg,140.0,2290.0,0.20714285714285716,0.21746724890829694,good,140.0,2290.0,49.0,35.0,91.0,17.0,12.142857142857142,4.0,2.857142857142857,15.0,0.6550218340611353,0.0,0.0,3.0,2.142857142857143,0.0,0.0,0.0,0.0,"{""Other"": 74, ""Unknown"": 28, ""Oxford"": 12, ""Cambridge"": 11, ""Taylor & Francis"": 8, ""Elsevier"": 4, ""Springer Nature"": 3}"
35,"Baldwin, Peter C.",History,book_heavy,anomaly,23,430,10,True,https://openalex.org/A5060325047,Peter C. Baldwin,67.0,186.0,0.34328358208955223,2.3118279569892475,good,67.0,186.0,17.0,25.37313432835821,50.0,8.0,11.940298507462686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""Unknown"": 39, ""Other"": 18, ""Oxford"": 10}"
36,"Stockwell, A. J.",History,book_heavy,anomaly,40,364,12,True,https://openalex.org/A5008827084,Jana A. Stockwell,69.0,3478.0,0.5797101449275363,0.1046578493387004,good,69.0,3478.0,0.0,0.0,69.0,15.0,21.73913043478261,8.0,11.594202898550725,79.0,2.2714203565267392,6.0,8.695652173913043,4.0,5.797101449275362,0.0,0.0,0.0,0.0,"{""Other"": 46, ""Elsevier"": 8, ""Wiley"": 6, ""Springer Nature"": 4, ""Unknown"": 3, ""Oxford"": 2}"
37,"Mele, Alfred R.",Philosophy,book_heavy,top_quartile,181,4164,30,True,https://openalex.org/A5029534659,Alfred R. Mele,452.0,12949.0,0.4004424778761062,0.32156923314541663,good,452.0,12949.0,198.0,43.80530973451327,254.0,15.0,3.3185840707964607,6.0,1.3274336283185841,206.0,1.5908564367904856,40.0,8.849557522123893,50.0,11.061946902654867,0.0,2.0,2.0,0.4424778761061947,"{""Unknown"": 160, ""Oxford"": 83, ""Other"": 67, ""Springer Nature"": 50, ""Wiley"": 40, ""Cambridge"": 23, ""Taylor & Francis"": 21, ""Elsevier"": 6, ""Frontiers"": 2}"
38,"Floridi, Luciano",Philosophy,book_heavy,top_quartile,341,21033,69,True,https://openalex.org/A5046574356,Luciano Floridi,957.0,47663.0,0.3563218390804598,0.4412856933050794,good,957.0,47663.0,209.0,21.839080459770116,748.0,540.0,56.42633228840125,10.0,1.044932079414838,1118.0,2.345634978914462,15.0,1.5673981191222568,266.0,27.79519331243469,2.0,2.0,4.0,0.41797283176593525,"{""Oxford"": 342, ""Springer Nature"": 266, ""Unknown"": 161, ""Other"": 129, ""Wiley"": 15, ""Cambridge"": 13, ""Taylor & Francis"": 11, ""Elsevier"": 10, ""ACM"": 4, ""PLOS"": 2, ""IEEE"": 2, ""Frontiers"": 2}"
39,"Stanley, Jason",Philosophy,book_heavy,top_quartile,45,4244,21,True,https://openalex.org/A5113666379,Jason Stanley,123.0,8914.0,0.36585365853658536,0.4761050033654925,good,123.0,8914.0,45.0,36.58536585365854,78.0,21.0,17.073170731707318,1.0,0.8130081300813009,3.0,0.03365492483733453,18.0,14.634146341463413,6.0,4.878048780487805,0.0,1.0,1.0,0.8130081300813009,"{""Unknown"": 45, ""Other"": 31, ""Wiley"": 18, ""Oxford"": 16, ""Springer Nature"": 6, ""IEEE"": 3, ""Cambridge"": 2, ""Frontiers"": 1, ""Elsevier"": 1}"
