h1_cohens_d,h1_correlation,h1_pvalue,h4_correlation,h4_pvalue,replicate
,0.18512950794082153,4.99999644204621e-06,0.2906919712680444,3.7848227848082637e-13,79
,0.19131387569734754,2.3571943023965765e-06,0.3207371435410481,8.027557486860999e-16,80
,0.1826883945661993,6.682571108064923e-06,0.29413406236603273,1.9376510556101317e-13,81
,0.2193450039287567,5.703193982165332e-08,0.35388790616024834,3.8451059807794003e-19,82
,0.16910322360926583,3.13337719156755e-05,0.27133937035957634,1.3818918099546551e-11,83
,0.19684277547831197,1.1785578448292484e-06,0.29523232786263626,1.561957451915151e-13,84
,0.15970506233497936,8.52831198430067e-05,0.26674507428527006,3.116353524038905e-11,85
,0.15874219598143519,9.420476084582384e-05,0.2738665932420047,8.776635694783519e-12,86
,0.19818946381987135,9.92470515926219e-07,0.2950543186386989,1.6175901127303457e-13,87
,0.21842393801669754,6.498742271622351e-08,0.33284144824463635,5.480234518196877e-17,88
,0.19722055659500615,1.1232234156894563e-06,0.3224756520911508,5.499814618664015e-16,89
,0.1736576011712914,1.8909236432538923e-05,0.30555644001877913,1.967432957128271e-14,90
,0.19348982763009528,1.798638746359662e-06,0.3086508451465805,1.0403151548482739e-14,91
,0.20471102123327584,4.246207069651525e-07,0.31060645796192415,6.927535009876857e-15,92
,0.1748082039787891,1.6609829149250198e-05,0.3040373671259205,2.6825930629612057e-14,93
,0.20270830622398345,5.527399346702056e-07,0.32829599165784284,1.5230397982017093e-16,94
,0.1874891330811428,3.7637977337566334e-06,0.2902001183784976,4.1617258513851654e-13,95
,0.19739052540852148,1.0991491790726735e-06,0.3327562247316944,5.587152838563139e-17,96
,0.1823147802141059,6.983581014786876e-06,0.2972062975970001,1.0578185434716708e-13,97
,0.16422399283305564,5.305750433967918e-05,0.27518301349084107,6.915500138384846e-12,98
,0.1792911760059595,9.942858481239878e-06,0.2893413481968321,4.909813680877257e-13,99
,0.15179562385164938,0.0001898806033274766,0.26109038531185313,8.301410163957783e-11,100
,0.2064185996784273,3.384162514549541e-07,0.32654733456234997,2.2465376919971183e-16,101
,0.23144638748745,9.723158252909486e-09,0.3575529942889321,1.5591877643796844e-19,102
,0.18513109277275763,4.999048754678552e-06,0.3098603487774486,8.092924707283167e-15,103
,0.17722816335831842,1.2611071705104768e-05,0.31376274045198943,3.5710190867458316e-15,104
,0.1499840087809406,0.00022686200301769155,0.2526822216150038,3.414460324227199e-10,105
,0.1802772463567614,8.86646470424505e-06,0.28290702718734095,1.6643045894745107e-12,106
,0.18385951569105463,5.817202158586504e-06,0.30853387848981,1.0658227961969343e-14,107
,0.18582630489999355,4.599469238289588e-06,0.29434707331112253,1.8584543480908395e-13,108
,0.20507344501546743,4.047197209242583e-07,0.3239499029633765,3.9832751577118777e-16,109
,0.19402328805417418,1.6824650714487956e-06,0.30871414913885853,1.02676096989796e-14,110
,0.196197725077746,1.2791388800065147e-06,0.302845534861267,3.41705857508622e-14,111
,0.2034009518782796,5.047118666820326e-07,0.32681442317226467,2.1173934087960216e-16,112
,0.1787528586052065,1.058189926147791e-05,0.2832751367679325,1.5533450381304366e-12,113
,0.18825044970483726,3.4316198921544434e-06,0.28475338476701184,1.1762217623614279e-12,114
,0.15973996625990816,8.497517379804204e-05,0.27316181969580133,9.965808982640983e-12,115
,0.20642984637667194,3.3790868521758813e-07,0.3332847132939093,4.955772708054015e-17,116
,0.17984989844565125,9.31856384545166e-06,0.29912010034736747,7.228755736830414e-14,117
,0.19103577562603108,2.4395547013453813e-06,0.3045796180404988,2.4020297838837924e-14,118
,0.19534403704634593,1.4249760322339962e-06,0.3140246843278096,3.378729114099336e-15,119
,0.15585123145662677,0.00012656669870767412,0.28271868058476946,1.7240406256504864e-12,120
,0.19218587565716333,2.1158612055033744e-06,0.3265379287329756,2.2512240967426406e-16,121
,0.2159864635163125,9.156121643392939e-08,0.3401939014073111,1.0113956189882284e-17,122
,0.19548895039718076,1.3991443429783914e-06,0.3130176038700214,4.178725145129071e-15,123
,0.17393693926800247,1.8324700478850145e-05,0.2803868442929022,2.6619130982725497e-12,124
,0.20992510854829843,2.1108261711875285e-07,0.3314394522549096,7.525087206398311e-17,125
,0.1772303987266693,1.2607842144945233e-05,0.2779394188076395,4.181100039826878e-12,126
,0.17406377829584663,1.8064986423186418e-05,0.2807419833182767,2.4921678198656966e-12,127
,0.1905477271602707,2.5907967567824966e-06,0.32465057294959454,3.4149247550029603e-16,128
,0.16279837008118475,6.17113191412134e-05,0.2684196174835796,2.321128935046141e-11,129
,0.21033527213745373,1.996373932461394e-07,0.31472925564376397,2.910556724607603e-15,130
,0.17730674995781665,1.2498004731258049e-05,0.28692491125695607,7.794129976955005e-13,131
,0.17399105006013915,1.8213472872249492e-05,0.2953375177118458,1.529968903515587e-13,132
,0.2096192784982066,2.2002548707360452e-07,0.3090592019749615,9.558728598394951e-15,133
,0.18663690483626863,4.172086231857316e-06,0.2993024968549654,6.970125994112852e-14,134
,0.1656144102478084,4.57321163845641e-05,0.27640788467176464,5.533707419052298e-12,135
,0.18579851404892883,4.614839139596601e-06,0.3105612530193097,6.993192298830786e-15,136
,0.20641372208863212,3.3863660642777826e-07,0.3214682925044813,6.849238461987141e-16,137
,0.17990242117582084,9.261837602674214e-06,0.2961362621948992,1.3071437730284438e-13,138
,0.18106686356424162,8.085557337431626e-06,0.28569404659810343,9.846019572801016e-13,139
,0.1694927110040335,3.0024500264921308e-05,0.29607615926843656,1.3227403446779767e-13,140
,0.2031952343980247,5.185405033215596e-07,0.3268613113459778,2.0954875754519823e-16,141
,0.1781514290721665,1.1342092760970772e-05,0.2906571374740471,3.8103775765690985e-13,142
,0.17538741136772926,1.5555445207016296e-05,0.306881048876425,1.4991335502092047e-14,143
,0.19681351811830278,1.1829506942174694e-06,0.31347962697072906,3.790940342724845e-15,144
,0.17294490616765074,2.0481920626233084e-05,0.28206017556276863,1.9498460140383753e-12,145
,0.19427202964116763,1.6307881095783938e-06,0.3242762214835856,3.707866425275168e-16,146
,0.1752408221884572,1.581611106099426e-05,0.2756390700275113,6.365547641855904e-12,147
,0.16686187787479131,3.998389856851409e-05,0.2642776610806158,4.7924310222305986e-11,148
,0.1722726109389273,2.2078694910772447e-05,0.2733929220355585,9.559486757104543e-12,149
,0.23777052423077288,3.706363502678353e-09,0.3530933110398126,4.669001790275567e-19,150
,0.16965626572872367,2.9490316401356037e-05,0.2869722534672243,7.724208924741127e-13,151
,0.164877015883042,4.948878284930364e-05,0.28023507862191643,2.737854894775839e-12,152
,0.1711691773095598,2.4958401782737984e-05,0.2928731898624779,2.4788197161131e-13,153
,0.14581624470772525,0.00033905176198996997,0.24510494437905256,1.1696497237197011e-09,154
,0.1893928000374684,2.985279288965823e-06,0.3211555243602158,7.330890238751734e-16,155
,0.18489344979339584,5.143085757379357e-06,0.29985545089039056,6.240268201675962e-14,156
,0.17804339208424447,1.1484046193311865e-05,0.300194262616698,5.830668303932232e-14,157
,0.17861873964131544,1.074709665766481e-05,0.283618948215493,1.4562669089259887e-12,158
,0.18140745286865112,7.769371877499561e-06,0.3202950242220831,8.834463917227883e-16,159
,0.17085092984440664,2.58530236014881e-05,0.29703372671090467,1.0946123991740066e-13,160
,0.17923418627964785,1.0008730012991593e-05,0.2859515924551088,9.377034140231595e-13,161
,0.1823905761806421,6.921487289170676e-06,0.3073589693564337,1.35861679963973e-14,162
,0.1783619286347873,1.1070295432976452e-05,0.3010003300927657,4.959237260666677e-14,163
,0.14757743841994403,0.0002864723840914774,0.26389855352975294,5.118033559692181e-11,164
,0.19669711618132946,1.2005840050529477e-06,0.31227336596951094,4.886761262171685e-15,165
,0.15719558859156352,0.00011039761634789302,0.2582989590801601,1.335042296561067e-10,166
,0.19820230813919965,9.908394957591665e-07,0.31208284352067184,5.086186464879443e-15,167
,0.18300318325322196,6.43860422670727e-06,0.3129814188839416,4.2106904168891875e-15,168
,0.18018142020170438,8.965984872166334e-06,0.29603697983650334,1.333005374509295e-13,169
,0.19214921162199228,2.1255130451788845e-06,0.32135906611837384,7.013799958673274e-16,170
,0.1972546339909018,1.1183565158230226e-06,0.33477475450010297,3.5296625760356747e-17,171
,0.20834300154205565,2.614474227883815e-07,0.336921491736326,2.157671028657472e-17,172
,0.1739987597593116,1.8197677489599247e-05,0.2910068302948894,3.561323782573015e-13,173
,0.16476536597157088,5.0082406216130814e-05,0.2648746673338036,4.320247078588479e-11,174
,0.15939590567060036,8.805700420268146e-05,0.2552368766543496,2.2338096026020917e-10,175
,0.20106329275321294,6.850618638072393e-07,0.32293123991897676,4.978891279181772e-16,176
,0.17585429264213806,1.475218912855214e-05,0.28497957738447066,1.1270553725203955e-12,177
,0.1966587355388233,1.206453247277704e-06,0.3434154091635243,4.754835463074617e-18,178
,0.19889989411612757,9.06021636547539e-07,0.32408984589362544,3.8627857403157685e-16,179
,0.18755845464145346,3.732322859212386e-06,0.31810853214791857,1.4154246766939147e-15,180
,0.1896863594765975,2.879885183153646e-06,0.30995757873265195,7.930791758098317e-15,181
,0.22458515593788225,2.683718504726207e-08,0.3597348283375087,9.059429964858777e-20,182
,0.17988723994064865,9.27819992312514e-06,0.2987104727601959,7.844367877024567e-14,183
,0.1826430264834885,6.7184512266080596e-06,0.30913790189863455,9.40390231462739e-15,184
,0.18255361101269282,6.7897058578970536e-06,0.3033474000685642,3.086426895909949e-14,185
,0.17576123603526897,1.4909074023241307e-05,0.2963980949243401,1.2412759504575798e-13,186
,0.16079163631650362,7.617342400808239e-05,0.27309507890005724,1.008626024780274e-11,187
,0.1734201231992325,1.942006759557572e-05,0.3116570598758409,5.5611978585647766e-15,188
,0.18708507593606824,3.9523684101323405e-06,0.29465334152838435,1.7501168506976112e-13,189
,0.16989517230243933,2.8726196285917386e-05,0.27602131848993106,5.937731961970531e-12,190
,0.20981794376229393,2.1417562669503515e-07,0.3157777998721973,2.3294573393191423e-15,191
,0.19879319501345422,9.185272802797645e-07,0.31651819262467523,1.9894256537235083e-15,192
,0.17644257438039085,1.379615466215311e-05,0.29561207502648695,1.449469712866703e-13,193
,0.17625723749707625,1.409080140392069e-05,0.28760072590877306,6.852203545294105e-13,194
,0.2095029251234718,2.2352280145904315e-07,0.3465447421065916,2.264928625024431e-18,195
,0.1741003603395493,1.79907338175029e-05,0.28819539472592215,6.116244982726097e-13,196
,0.18971236901371885,2.8707209146572486e-06,0.32796770289512134,1.6386458494064436e-16,197
,0.2053196032643536,3.9171821028795534e-07,0.3197422313515708,9.956185712312333e-16,198
,0.20015061324726097,7.711007718479945e-07,0.3366187788656598,2.313276352788166e-17,199
,0.18577061408570444,4.630318745035512e-06,0.31695267195803334,1.813115372436744e-15,200
,0.16886132526912956,3.217396717131695e-05,0.27258559192477416,1.1053845464986593e-11,201
,0.2012309944534871,6.702901894449524e-07,0.33686287271685833,2.1869765359871865e-17,202
,0.17517541880163867,1.5933746966778485e-05,0.2757978773030456,6.184269728866772e-12,203
,0.1831309440616768,6.342032566054842e-06,0.291755677871596,3.08041765492999e-13,204
,0.17938222298158385,9.838478194684017e-06,0.2873886842504097,7.135052956407879e-13,205
,0.1707984926404722,2.600331768370576e-05,0.26355052433047765,5.435884664123774e-11,206
,0.17815056442389532,1.1343222189957827e-05,0.29675250748511073,1.1572761268087713e-13,207
,0.20472224447973203,4.23990539736263e-07,0.322644822554367,5.300413093303816e-16,208
,0.15510384225079094,0.00013649349138955587,0.2345255250237524,6.100559648888298e-09,209
,0.18104030016644357,8.110726533193694e-06,0.29394382917315437,2.0111684061883244e-13,210
,0.18743596800965154,3.788108692732601e-06,0.29948674311380497,6.71809061780503e-14,211
,0.21382235069913752,1.2372170873147478e-07,0.3252052525746446,3.0222408115231635e-16,212
,0.17406751881534535,1.8057380737178106e-05,0.27638755522254255,5.5542685480115344e-12,213
,0.17588934747886567,1.4693498074208752e-05,0.28565911297065183,9.911375791422537e-13,214
,0.16209742861830986,6.643957676334157e-05,0.25818991267141356,1.3598978760401967e-10,215
,0.18580543000167732,4.611009648914697e-06,0.28936363010256994,4.888834883118389e-13,216
,0.18884747719561157,3.190936011073242e-06,0.3087736113150368,1.014187327365294e-14,217
,0.20408517795671932,4.6122354099805434e-07,0.32973474864814584,1.1040893818744525e-16,218
,0.16420476924399685,5.316615792287618e-05,0.256156529109604,1.915193181506897e-10,219
,0.1789449112815713,1.0349549698060869e-05,0.3012762004259402,4.6914125889473135e-14,220
,0.16465468498333607,5.067751842198621e-05,0.2883201500056381,5.97197430542087e-13,221
,0.1821704905685901,7.103258099842086e-06,0.2773773653595929,4.635006587479984e-12,222
,0.18338126180493813,6.156815715658701e-06,0.30828450002711266,1.1222733090197812e-14,223
,0.18352503005594603,6.052783994464529e-06,0.3051439187610189,2.140645533922861e-14,224
,0.1785186698942655,1.0871951832136846e-05,0.2918922712913119,2.99983718769844e-13,225
,0.17639066794146901,1.3878078628984213e-05,0.30890413892564716,9.871141246049556e-15,226
,0.20135151474921664,6.598639847025062e-07,0.32490486590717016,3.229036632412843e-16,227
,0.1707361060903759,2.61832080517889e-05,0.2714728978806157,1.3493011059662704e-11,228
,0.17883662525714414,1.0479952059430271e-05,0.2740501846607895,8.490367608628696e-12,229
,0.15108202113289637,0.00020371621311325146,0.236097267078334,4.796668464990084e-09,230
,0.1883041377540644,3.409284975885502e-06,0.3103501750193961,7.307945414973787e-15,231
,0.1553543736398632,0.00013308716803443985,0.257964904347838,1.4126193740703796e-10,232
,0.19307960275853336,1.8931651068028307e-06,0.3051651999846393,2.1313547406013636e-14,233
,0.1862588175532528,4.366479095104552e-06,0.3071002357337931,1.4330020527358703e-14,234
,0.16765339670048693,3.6698846852884624e-05,0.2817629114932501,2.061027549778193e-12,235
,0.18078567703319054,8.355805726038244e-06,0.306881275289108,1.4990637169425067e-14,236
,0.16327008919223374,5.8710168483859655e-05,0.2766026312765748,5.340474760911805e-12,237
,0.16867690175264705,3.282882993607289e-05,0.2726554535912517,1.091599109120453e-11,238
,0.19465696462299348,1.5538046722126509e-06,0.31055099769081074,7.008172315066796e-15,239
,0.18942376477120415,2.9739905217804067e-06,0.2962295639216438,1.2832886401855585e-13,240
,0.19181104832129303,2.2165459154453992e-06,0.3091424811945147,9.394969653369177e-15,241
,0.16879346486347047,3.241347735935857e-05,0.27080211030218393,1.5209734570177483e-11,242
,0.18166280108535837,7.540091242858269e-06,0.2966444536643458,1.1822774602280372e-13,243
,0.22451352196360452,2.7118573726858453e-08,0.35085690268032366,8.039945777599627e-19,244
,0.171805027689292,2.325819266942915e-05,0.2677519584108822,2.6110794588997335e-11,245
,0.1819215339857218,7.31436209463671e-06,0.2964791098083476,1.2215627363714431e-13,246
,0.16560687478776892,4.5769103665118754e-05,0.29435340999213355,1.856147649595195e-13,247
,0.16969929457779312,2.9351284860392528e-05,0.2875488517914855,6.920368517209306e-13,248
,0.22637491316643935,2.065696794565924e-08,0.3571015803152753,1.7436399952434842e-19,249
,0.1665793952076996,4.122227262609219e-05,0.2694358261570008,1.939183072875815e-11,250
,0.21091345984591856,1.8451466497528814e-07,0.32654247255091673,2.2489589645094724e-16,251
,0.18286685395298055,6.54319976588098e-06,0.325586135355014,2.7786663681331283e-16,252
,0.1596578772606314,8.570109092960204e-05,0.2708269286370078,1.5142576860894924e-11,253
,0.16291091917449,6.0982379138668363e-05,0.27427297906815507,8.155209978260579e-12,254
,0.18280696512181077,6.589658944955006e-06,0.28954059544159394,4.725307315200869e-13,255
,0.20468215454962194,4.262456680544101e-07,0.33218487209391057,6.35887414858013e-17,256
,0.20168670753597848,6.31679730840452e-07,0.3383691620495853,1.5448798634478073e-17,257
,0.18915363162148824,3.0738646255446107e-06,0.30638333543008867,1.6606220606540692e-14,258
,0.1830743758950632,6.384619451648846e-06,0.27845792273514686,3.801090734896925e-12,259
,0.2149253131361164,1.0616613311229672e-07,0.35269564685249555,5.144357878733744e-19,260
,0.16301408614593657,6.032135386327384e-05,0.28228001693387894,1.8714182702576055e-12,261
,0.18212717700569075,7.139563494532127e-06,0.29421995766844666,1.9053253083077995e-13,262
,0.15420944519385793,0.0001493341715099575,0.25451222977726096,2.5207107729602696e-10,263
,0.19980252375674445,8.065758393351162e-07,0.31283479463856645,4.342692023817953e-15,264
,0.17497214356727228,1.6304695995311587e-05,0.29658084948461433,1.1972408522923456e-13,265
,0.14130613728069444,0.0005175688414296371,0.23263616456854366,8.126843902456068e-09,266
,0.1790111357939277,1.0270562743699822e-05,0.2970078286067652,1.1002413227686694e-13,267
,0.17827866072969653,1.1177061143223732e-05,0.2974223613150786,1.0134573422440817e-13,268
,0.2274632187426856,1.759879312204546e-08,0.3880051890452907,5.408636637649722e-23,269
,0.1521243381145958,0.00018380824424573102,0.2674860273367277,2.736164862979361e-11,270
,0.21714328221631474,7.785180018679336e-08,0.3405922009994849,9.217250670082588e-18,271
,0.18721553031439028,3.890520289721077e-06,0.3078274659211881,1.2334471628223612e-14,272
,0.16481490831485313,4.9818171970785156e-05,0.2805710235280335,2.572516066685553e-12,273
,0.1926367770920934,2.000542063690112e-06,0.34375352934229264,4.3904599506039816e-18,274
,0.18820457085677245,3.4508169185030412e-06,0.28773316164818036,6.681144729102458e-13,275
,0.13522647072788435,0.0008978689249663173,0.2313676663238079,9.838880793001044e-09,276
,0.18463516357461013,5.304127798094343e-06,0.28722473413651695,7.361558545880445e-13,277
,0.19524161829707498,1.4435080437610128e-06,0.3009600185304923,4.999608403548402e-14,278
,0.19644276836712848,1.239996212569866e-06,0.3182742930897734,1.3659236017729868e-15,279
,0.18056636151602062,8.572545427511136e-06,0.29606755115546135,1.3249890116526798e-13,280
,0.15406450840622848,0.00015151888627723659,0.2627475296362751,6.244518463508554e-11,281
,0.18971958480790652,2.8681834326498585e-06,0.3036388256454706,2.909058991624411e-14,282
,0.16895748970248006,3.183743011417092e-05,0.27800977292086004,4.127438671952339e-12,283
,0.19310734027111218,1.8866264135808794e-06,0.3129114933604508,4.2731433934397176e-15,284
,0.17002288084866807,2.8325470986858334e-05,0.2735433647722062,9.303727509844697e-12,285
,0.19433373877570256,1.6182054065702433e-06,0.32247074425956374,5.505708206461533e-16,286
,0.18406060004737096,5.6798170464997795e-06,0.2900489017067831,4.2848201261588294e-13,287
,0.18340384538944504,6.140361842621756e-06,0.3276284253229611,1.7671850900850192e-16,288
,0.17302488307753236,2.0299437948545393e-05,0.2784536783704106,3.804059814128191e-12,289
,0.16898579801893177,3.173899966716398e-05,0.2901572185122998,4.1962910850339437e-13,290
,0.18319710553916024,6.292567400624585e-06,0.30805515724725974,1.1767729079938111e-14,291
,0.16907602948341177,3.142717833630574e-05,0.29005640519538045,4.278628877959605e-13,292
,0.2016781123796691,6.323877628351601e-07,0.32015082467362566,9.114489291567397e-16,293
,0.18598180606833184,4.514366881808659e-06,0.3111771204236626,6.148954717361676e-15,294
,0.19585584742816606,1.3357354800559537e-06,0.3256854622151032,2.7183873747881196e-16,295
,0.17435157823391048,1.7488603102981353e-05,0.29567360316678326,1.432007514698289e-13,296
,0.19189562706283025,2.193433451955509e-06,0.3091920886995245,9.298734402030248e-15,297
,0.16792561335668343,3.562937715419616e-05,0.2829935249027271,1.6375542545238813e-12,298
,0.17905656041813134,1.0216716517699426e-05,0.30128532541606523,4.6828005275087233e-14,299
,0.23135383497067347,9.85935076335302e-09,0.3507202932783396,8.310166696269056e-19,300
,0.1579795953821758,0.00010188715484750385,0.265476743346216,3.890135152223989e-11,301
,0.18941601855937612,2.9768107091655583e-06,0.3209065332030903,7.737990228246584e-16,302
,0.18916276368297452,3.070436507745971e-06,0.300069574584066,5.978245625590991e-14,303
,0.17533413839976092,1.564969940767492e-05,0.3001892929785611,5.836481270094373e-14,304
,0.20573502279919276,3.7068330174346797e-07,0.31021378285834644,7.518683034487539e-15,305
,0.16956223259313752,2.979632540674534e-05,0.269488109536708,1.9212891092180893e-11,306
,0.19121147072991154,2.387207289720693e-06,0.3050658455737573,2.175071680944676e-14,307
,0.1516998789836487,0.00019168436398327995,0.2323103627798574,8.53673289430263e-09,308
,0.19646279716805104,1.23684817517588e-06,0.3107096499641575,6.779914471143965e-15,309
,0.1721249351426385,2.24449354250089e-05,0.27655283921117385,5.389242578476883e-12,310
,0.20261482578270967,5.595491851689369e-07,0.3072625195907799,1.3858919401789825e-14,311
,0.1934976045493595,1.7968912004364362e-06,0.3305105218118325,9.276124820521311e-17,312
,0.1725001875635267,2.152538675757343e-05,0.28553363320304487,1.0149653034092186e-12,313
,0.18899022387891182,3.1358294727693273e-06,0.29349048181598736,2.1975642376511814e-13,314
,0.17836413664647718,1.106747759238379e-05,0.3010540695587097,4.9059152190476836e-14,315
,0.1555514180682815,0.00013046437733300615,0.279099738996589,3.377253199428831e-12,316
,0.17840370742751793,1.1017093453939018e-05,0.2863925988759163,8.624252925631013e-13,317
,0.1734236286172178,1.941243277162624e-05,0.2968664887748879,1.1314650225862631e-13,318
