sample_id,replicate,authfull,field,field_type,institution,scopus_pubs,scopus_citations,scopus_h_index,openalex_found,openalex_id,openalex_name,openalex_pubs,openalex_citations,coverage_ratio,citation_coverage,match_quality,total_works,total_citations,books_count,books_pct,articles_count,oa_count,oa_pct,elsevier_count,elsevier_pct,elsevier_citations,elsevier_citations_pct,wiley_count,wiley_pct,springer_count,springer_pct,plos_count,frontiers_count,oa_publisher_count,oa_publisher_pct
1,2,"Wrigley, Neil",Geography,book_heavy,University of Southampton,125,4336,34,True,https://openalex.org/A5010651748,Neil Wrigley,215.0,9749.0,0.5813953488372093,0.4447635654938968,good,215,9749,31,14.418604651162791,184,18,8.372093023255815,12,5.5813953488372094,233.0,2.389988716791466,27.0,12.558139534883722,2.0,0.9302325581395349,0.0,0.0,0.0,0.0
2,2,"Silvey, Rachel M.",Geography,book_heavy,University of Toronto,45,2191,24,True,https://openalex.org/A5035961024,Rachel Silvey,73.0,2941.0,0.6164383561643836,0.7449846990819449,good,73,2941,11,15.068493150684931,62,8,10.95890410958904,6,8.21917808219178,552.0,18.769126147568855,6.0,8.21917808219178,1.0,1.36986301369863,0.0,0.0,0.0,0.0
3,2,"Cirino, Paul T.",Education,book_heavy,University of Houston,127,5212,38,True,https://openalex.org/A5028433906,Paul T. Cirino,156.0,8333.0,0.8141025641025641,0.625465018600744,good,156,8333,1,0.641025641025641,155,78,50.0,20,12.82051282051282,1208.0,14.496579863194528,11.0,7.051282051282051,8.0,5.128205128205128,1.0,1.0,2.0,1.282051282051282
4,2,"Egan, Andy",Philosophy,book_heavy,Rutgers University–New Brunswick,25,1223,17,True,https://openalex.org/A5112484463,Andy Egan,39.0,2227.0,0.6410256410256411,0.5491692860350247,good,39,2227,8,20.51282051282051,31,8,20.51282051282051,0,0.0,0.0,0.0,11.0,28.205128205128204,6.0,15.384615384615385,0.0,0.0,0.0,0.0
5,2,"Jang, Hyungshim",Education,book_heavy,Hanyang University,17,4901,13,True,https://openalex.org/A5041212013,Hyungshim Jang,52.0,7851.0,0.3269230769230769,0.6242516876830977,good,52,7851,2,3.8461538461538463,50,3,5.769230769230769,3,5.769230769230769,914.0,11.641829066360973,0.0,0.0,6.0,11.538461538461538,0.0,0.0,0.0,0.0
6,2,"Hardy, Karen",Archaeology,book_heavy,University of Glasgow,35,1613,19,True,https://openalex.org/A5045717611,Karen Hardy,104.0,2893.0,0.33653846153846156,0.5575527134462496,good,104,2893,13,12.5,91,42,40.38461538461539,25,24.03846153846154,555.0,19.184237815416523,6.0,5.769230769230769,7.0,6.730769230769231,3.0,0.0,3.0,2.8846153846153846
7,2,"Roter, Debra L.",Public Health,journal_heavy,Johns Hopkins University,338,25658,78,True,https://openalex.org/A5054274979,Debra Roter,531.0,33771.0,0.6365348399246704,0.7597642948091557,good,531,33771,159,29.943502824858758,372,150,28.24858757062147,112,21.092278719397363,8034.0,23.789642000533,36.0,6.779661016949152,39.0,7.344632768361582,0.0,0.0,0.0,0.0
8,2,"Strasser, Peter",Energy,journal_heavy,Technische Universität Berlin,414,54850,120,True,https://openalex.org/A5034066582,Peter Strasser,1031.0,74845.0,0.4015518913676043,0.7328478856303027,good,1031,74845,276,26.77012609117362,755,271,26.285160038797283,76,7.371483996120272,6702.0,8.954505979023315,112.0,10.863239573229874,60.0,5.819592628516004,0.0,0.0,0.0,0.0
9,2,"Diedrich, Klaus",Obstetrics & Reproductive Medicine,journal_heavy,Universitätsklinikum Schleswig-Holstein Campus Lübeck,1086,18290,65,True,https://openalex.org/A5110148975,Klaus Diedrich,335.0,6942.0,3.2417910447761193,2.6346874099683086,good,335,6942,43,12.835820895522387,292,82,24.47761194029851,87,25.970149253731346,2543.0,36.63209449726303,6.0,1.791044776119403,129.0,38.50746268656716,0.0,0.0,0.0,0.0
10,2,"Frost, Daniel James",Geochemistry & Geophysics,journal_heavy,Bayerischen Geoinstitut Forschungsinstitut für Experimentelle Geochemie und Geophysik,255,12871,65,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
11,2,"Martikainen, Pekka T.",Public Health,journal_heavy,Helsingin Yliopisto,503,17991,69,True,https://openalex.org/A5008485060,Pekka Martikainen,776.0,25657.0,0.6481958762886598,0.7012121448337686,good,776,25657,8,1.0309278350515463,768,453,58.376288659793815,114,14.690721649484537,6247.0,24.348131114315784,31.0,3.994845360824742,62.0,7.989690721649484,21.0,2.0,23.0,2.9639175257731956
12,2,"Kauffman, Stuart Alan",Evolutionary Biology,journal_heavy,Institute for Systems Biology,264,15882,53,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
13,2,"Ng, Irene Oi Lin",Oncology & Carcinogenesis,journal_heavy,The University of Hong Kong Li Ka Shing Faculty of Medicine,471,33055,101,True,https://openalex.org/A5062743704,Irene Oi‐Lin Ng,1193.0,65056.0,0.3948030176026823,0.5081007132316773,good,1193,65056,15,1.2573344509639564,1178,494,41.408214585079634,158,13.243922883487008,10623.0,16.329008853910477,112.0,9.388097233864208,68.0,5.699916177703269,18.0,3.0,21.0,1.760268231349539
14,2,"Saez, Emmanuel",Economics,journal_heavy,"University of California, Berkeley",92,18395,54,True,https://openalex.org/A5017685817,Emmanuel Saez,483.0,45068.0,0.19047619047619047,0.40816100115381204,good,483,45068,43,8.902691511387163,440,300,62.11180124223602,13,2.691511387163561,2523.0,5.598207153634508,6.0,1.2422360248447204,3.0,0.6211180124223602,0.0,0.0,0.0,0.0
15,2,"Cochrane, John H.",Economics,journal_heavy,Hoover Institution,56,9023,33,True,https://openalex.org/A5010556988,John H. Cochrane,295.0,24618.0,0.18983050847457628,0.3665204322040783,good,295,24618,16,5.423728813559322,279,161,54.57627118644067,21,7.118644067796611,2941.0,11.946543179787147,7.0,2.3728813559322033,2.0,0.6779661016949152,0.0,0.0,0.0,0.0
16,2,"Lingen, Chen Gen",Energy,journal_heavy,Wuhan Institute of Technology,992,13372,47,True,https://openalex.org/A5061326214,Lingen Chen,838.0,25880.0,1.1837708830548925,0.516692426584235,good,838,25880,3,0.35799522673031026,835,171,20.405727923627683,350,41.766109785202865,14453.0,55.84621329211746,8.0,0.9546539379474941,116.0,13.842482100238662,0.0,0.0,0.0,0.0
