sample_id,replicate,authfull,field,field_type,institution,scopus_pubs,scopus_citations,scopus_h_index,openalex_found,openalex_id,openalex_name,openalex_pubs,openalex_citations,coverage_ratio,citation_coverage,match_quality,total_works,total_citations,books_count,books_pct,articles_count,oa_count,oa_pct,elsevier_count,elsevier_pct,elsevier_citations,elsevier_citations_pct,wiley_count,wiley_pct,springer_count,springer_pct,plos_count,frontiers_count,oa_publisher_count,oa_publisher_pct
1,3,"d'Errico, Francesco",Archaeology,book_heavy,Université de Bordeaux,181,13113,58,True,https://openalex.org/A5081630101,Francesco d’Errico,323.0,21451.0,0.5603715170278638,0.6113001724861312,good,323,21451,37,11.455108359133128,286,118,36.53250773993808,69,21.36222910216718,6998.0,32.62318773017575,5.0,1.5479876160990713,22.0,6.811145510835913,22.0,0.0,22.0,6.811145510835913
2,3,"Craig, Lyn",Sociology,book_heavy,School of Social and Political Sciences,78,4136,30,True,https://openalex.org/A5039537672,Lyn Craig,116.0,6234.0,0.6724137931034483,0.6634584536413218,good,116,6234,19,16.379310344827587,97,52,44.827586206896555,4,3.4482758620689653,101.0,1.6201475777991656,12.0,10.344827586206897,13.0,11.206896551724139,0.0,1.0,1.0,0.8620689655172413
3,3,"Bretz, Stacey Lowery",Education,book_heavy,Ohio Northern University,77,2401,29,True,https://openalex.org/A5019034247,Stacey Lowery Bretz,98.0,4232.0,0.7857142857142857,0.56734404536862,good,98,4232,7,7.142857142857142,91,12,12.244897959183673,1,1.0204081632653061,2.0,0.04725897920604915,8.0,8.16326530612245,1.0,1.0204081632653061,0.0,0.0,0.0,0.0
4,3,"Yang, Shuching",Education,book_heavy,National Sun Yat-Sen University,100,2377,25,True,https://openalex.org/A5011490291,Shu Ching Yang,124.0,3598.0,0.8064516129032258,0.660644802668149,good,124,3598,2,1.6129032258064515,122,41,33.064516129032256,25,20.161290322580644,1499.0,41.662034463590885,14.0,11.29032258064516,2.0,1.6129032258064515,1.0,5.0,6.0,4.838709677419355
5,3,"Woodhead, Martin",Education,book_heavy,Open University,68,1268,15,True,https://openalex.org/A5005059485,Martin Woodhead,165.0,3939.0,0.4121212121212121,0.3219091139883219,good,165,3939,50,30.303030303030305,115,14,8.484848484848486,2,1.2121212121212122,158.0,4.011170347804011,41.0,24.848484848484848,6.0,3.6363636363636362,0.0,0.0,0.0,0.0
6,3,"Kuhn, Jochen",Education,book_heavy,Ludwig-Maximilians-Universität München,168,3760,26,True,https://openalex.org/A5029469707,Jochen Kühn,325.0,8849.0,0.5169230769230769,0.424906769126455,good,325,8849,94,28.923076923076923,231,130,40.0,10,3.076923076923077,4219.0,47.67770369533281,34.0,10.461538461538462,26.0,8.0,1.0,7.0,8.0,2.4615384615384617
7,3,"Thatcher, William Watters",Dairy & Animal Science,journal_heavy,University of Florida,402,19784,75,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
8,3,"Lindholt, J. Sanddal",Cardiovascular System & Hematology,journal_heavy,Odense Universitetshospital,374,17969,56,True,https://openalex.org/A5041382502,Jes S. Lindholt,589.0,28612.0,0.634974533106961,0.6280232070459947,good,589,28612,1,0.1697792869269949,588,292,49.57555178268252,220,37.351443123938886,16774.0,58.62575143296519,20.0,3.395585738539898,17.0,2.886247877758913,8.0,7.0,15.0,2.5466893039049237
9,3,"Goulet, Olivier J.",Gastroenterology & Hepatology,journal_heavy,Hôpital Necker Enfants Malades,504,19570,76,True,https://openalex.org/A5075727221,Olivier Goulet,497.0,18946.0,1.0140845070422535,1.0329357120236462,good,497,18946,17,3.420523138832998,480,97,19.517102615694164,142,28.57142857142857,5020.0,26.496358070305075,26.0,5.23138832997988,16.0,3.2193158953722336,0.0,1.0,1.0,0.2012072434607646
10,3,"Rubner, Michael F.",Polymers,journal_heavy,MIT School of Engineering,293,28508,87,True,https://openalex.org/A5109997969,Michael F. Rubner,300.0,31211.0,0.9766666666666667,0.913395918105796,good,300,31211,12,4.0,288,19,6.333333333333334,37,12.333333333333334,2567.0,8.224664381147672,12.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0
11,3,"Li, Zhijun",Industrial Engineering & Automation,journal_heavy,Tongji University,313,12872,68,True,https://openalex.org/A5100450024,Zhijun Li,1009.0,23486.0,0.31020812685827553,0.5480711913480372,good,1009,23486,62,6.144697720515362,947,215,21.308225966303272,93,9.217046580773044,2387.0,10.163501660563739,11.0,1.0901883052527255,78.0,7.730426164519326,2.0,6.0,8.0,0.7928642220019821
12,3,"Bloem, Bastiaan Roelofs",Neurology & Neurosurgery,journal_heavy,Radboud University Medical Center,953,47026,100,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
13,3,"Epelbaum, Evgeny",Nuclear & Particle Physics,journal_heavy,Ruhr-Universitat Bochum,304,8789,44,True,https://openalex.org/A5062083976,E. Epelbaum,373.0,13210.0,0.8150134048257373,0.6653292959878879,good,373,13210,7,1.876675603217158,366,308,82.57372654155496,32,8.579088471849866,2718.0,20.57532172596518,0.0,0.0,65.0,17.426273458445042,0.0,4.0,4.0,1.0723860589812333
14,3,"Nashner, Lewis M.",Neurology & Neurosurgery,journal_heavy,Biomedical Business Development,53,9568,36,True,https://openalex.org/A5112026182,Lewis M. Nashner,59.0,16048.0,0.8983050847457628,0.5962113659022931,good,59,16048,9,15.254237288135593,50,2,3.389830508474576,15,25.423728813559322,2851.0,17.76545363908275,3.0,5.084745762711865,11.0,18.64406779661017,0.0,0.0,0.0,0.0
15,3,"Paradis, Emmanuel",Evolutionary Biology,journal_heavy,Université de Montpellier,82,20040,31,True,https://openalex.org/A5091069787,Emmanuel Paradis,156.0,29537.0,0.5256410256410257,0.6784710701831601,good,156,29537,24,15.384615384615385,132,88,56.41025641025641,19,12.179487179487179,1143.0,3.869722720655449,22.0,14.102564102564102,14.0,8.974358974358974,4.0,1.0,5.0,3.205128205128205
16,3,"Stagg, John",Oncology & Carcinogenesis,journal_heavy,Centre Hospitalier de L'Université de Montréal,113,13409,51,True,https://openalex.org/A5047414830,John Stagg,271.0,18042.0,0.41697416974169743,0.7432102871078594,good,271,18042,2,0.7380073800738007,269,195,71.95571955719558,28,10.33210332103321,3895.0,21.588515685622436,5.0,1.8450184501845017,15.0,5.535055350553505,2.0,2.0,4.0,1.4760147601476015
17,3,"Ginsberg, Jeffrey Stephen",Cardiovascular System & Hematology,journal_heavy,McMaster University,350,34913,99,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
18,3,"Fu, Jiamo Mou",Environmental Sciences,journal_heavy,Guangzhou Institute of Geochemistry,591,25248,85,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
19,3,"Davis, James A.",Geochemistry & Geophysics,journal_heavy,Lawrence Berkeley National Laboratory,124,12801,57,True,https://openalex.org/A5087697033,James A. Davis,854.0,38299.0,0.1451990632318501,0.33423849186662835,good,854,38299,71,8.313817330210773,783,194,22.716627634660423,192,22.482435597189696,14620.0,38.17332045223113,48.0,5.620608899297424,42.0,4.918032786885246,0.0,1.0,1.0,0.117096018735363
20,3,"Alter, Miriam J.",General & Internal Medicine,journal_heavy,National Center for Infectious Diseases,188,31134,71,True,https://openalex.org/A5109387173,Miriam J. Alter,161.0,31060.0,1.1677018633540373,1.0023824855119123,good,161,31060,9,5.590062111801243,152,35,21.73913043478261,39,24.22360248447205,7710.0,24.822923374114616,12.0,7.453416149068323,1.0,0.6211180124223602,0.0,0.0,0.0,0.0
21,3,"Gokel, George W.",Organic Chemistry,journal_heavy,University of Missouri-St. Louis,385,12519,55,True,https://openalex.org/A5042511165,George W. Gokel,639.0,20749.0,0.6025039123630673,0.6033543785242662,good,639,20749,67,10.485133020344287,572,95,14.86697965571205,89,13.928012519561817,2169.0,10.453515832088293,159.0,24.88262910798122,41.0,6.416275430359937,0.0,0.0,0.0,0.0
22,3,"Rutqvist, Jonny",Geological & Geomatics Engineering,journal_heavy,Lawrence Berkeley National Laboratory,428,14389,60,True,https://openalex.org/A5034481707,Jonny Rutqvist,628.0,18271.0,0.6815286624203821,0.7875321547808002,good,628,18271,35,5.573248407643312,593,329,52.38853503184714,170,27.070063694267514,11316.0,61.93421268677138,23.0,3.662420382165605,50.0,7.961783439490445,0.0,0.0,0.0,0.0
23,3,"Verstraete, Frank",General Physics,journal_heavy,Faculty of Mathematics,230,21226,73,True,https://openalex.org/A5001154267,Frank Verstraete,337.0,31080.0,0.6824925816023739,0.6829472329472329,good,337,31080,3,0.8902077151335311,334,292,86.64688427299704,1,0.2967359050445104,80.0,0.2574002574002574,1.0,0.2967359050445104,10.0,2.967359050445104,0.0,0.0,0.0,0.0
24,3,"Durrant, James R.",Nanoscience & Nanotechnology,journal_heavy,Imperial College London,604,62474,135,True,https://openalex.org/A5086035043,James R. Durrant,821.0,78901.0,0.7356881851400731,0.7918023852676138,good,821,78901,15,1.8270401948842874,806,373,45.43239951278928,55,6.699147381242387,4200.0,5.323126449601399,120.0,14.616321559074299,55.0,6.699147381242387,0.0,0.0,0.0,0.0
25,3,"Mannila, Heikki",Artificial Intelligence & Image Processing,journal_heavy,Aalto University,211,11286,48,True,https://openalex.org/A5013005096,Heikki Mannila,335.0,24734.0,0.6298507462686567,0.4562949785720061,good,335,24734,76,22.686567164179106,259,86,25.671641791044774,26,7.761194029850746,1434.0,5.797687393870786,20.0,5.970149253731343,75.0,22.388059701492537,3.0,0.0,3.0,0.8955223880597015
26,3,"Lai, Jihsheng",Electrical & Electronic Engineering,journal_heavy,Virginia Polytechnic Institute and State University,502,26173,73,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
27,3,"Okuda, Takuo",General Chemistry,journal_heavy,Okayama University,282,10470,51,True,https://openalex.org/A5102191796,Takuo Okuda,266.0,12355.0,1.0601503759398496,0.8474301902063942,good,266,12355,12,4.511278195488721,254,127,47.744360902255636,85,31.954887218045116,3541.0,28.660461351679483,11.0,4.135338345864661,1.0,0.37593984962406013,0.0,0.0,0.0,0.0
28,3,"Saitou, Naruya",Evolutionary Biology,journal_heavy,National Institute of Genetics Mishima,206,59449,42,True,https://openalex.org/A5052941366,Naruya Saitou,320.0,71061.0,0.64375,0.8365910977892234,good,320,71061,58,18.125,262,136,42.5,48,15.0,2394.0,3.3689365474732975,16.0,5.0,86.0,26.875,1.0,0.0,1.0,0.3125
29,3,"Marmot, M. G.",Epidemiology,journal_heavy,University College London,1048,126533,170,True,https://openalex.org/A5074409311,Michael Marmot,1423.0,161872.0,0.7364722417427969,0.7816855293071069,good,1423,161872,123,8.643710470836261,1300,567,39.845397048489104,246,17.287420941672522,56361.0,34.818251457942075,57.0,4.005621925509487,71.0,4.989458889669711,18.0,1.0,19.0,1.3352073085031624
30,3,"Sorrells, Mark Earl",Plant Biology & Botany,journal_heavy,Cornell University,300,27732,83,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
31,3,"Burn, Donald H.",Environmental Engineering,journal_heavy,University of Waterloo,180,8863,44,True,https://openalex.org/A5016727924,Donald H. Burn,206.0,11962.0,0.8737864077669902,0.740929610433038,good,206,11962,8,3.8834951456310676,198,44,21.35922330097087,43,20.87378640776699,5693.0,47.59237585688012,25.0,12.135922330097088,7.0,3.3980582524271843,0.0,0.0,0.0,0.0
32,3,"Eyles, Nicholas",Geology,journal_heavy,University of Toronto,197,5936,41,True,https://openalex.org/A5111420322,N. Eyles,201.0,7720.0,0.9800995024875622,0.7689119170984456,good,201,7720,23,11.442786069651742,178,20,9.950248756218906,53,26.368159203980102,2974.0,38.523316062176164,17.0,8.45771144278607,7.0,3.482587064676617,0.0,0.0,0.0,0.0
33,3,"Villarroya, Francesc",Endocrinology & Metabolism,journal_heavy,Centro de Investigación Biomédica en Red-Fisiopatología de la Obesidad y Nutrición,319,14912,62,True,https://openalex.org/A5003437583,Francesc Villarroya,381.0,19729.0,0.8372703412073491,0.7558416544173552,good,381,19729,3,0.7874015748031495,378,205,53.805774278215225,90,23.62204724409449,6403.0,32.45476202544478,35.0,9.186351706036746,56.0,14.698162729658792,8.0,9.0,17.0,4.4619422572178475
34,3,"Simon, Barry R.",General Mathematics,journal_heavy,California Institute of Technology,358,16259,62,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
35,3,"Liang, Raymond Hin Suen",Immunology,journal_heavy,The University of Hong Kong Li Ka Shing Faculty of Medicine,444,15065,58,True,https://openalex.org/A5113639334,Raymond Liang,65.0,2346.0,6.8307692307692305,6.421568627450981,good,65,2346,0,0.0,65,27,41.53846153846154,25,38.46153846153847,661.0,28.175618073316283,8.0,12.307692307692308,6.0,9.230769230769232,2.0,0.0,2.0,3.076923076923077
36,3,"Leserman, Jane L.",Psychiatry,journal_heavy,UNC School of Medicine,126,10665,53,True,https://openalex.org/A5000689935,Jane Leserman,205.0,13958.0,0.6146341463414634,0.7640779481301045,good,205,13958,1,0.4878048780487805,204,75,36.58536585365854,41,20.0,3306.0,23.685341739504224,6.0,2.9268292682926833,10.0,4.878048780487805,0.0,0.0,0.0,0.0
37,3,"Rippka, Rosmarie",Microbiology,journal_heavy,CNRS Centre National de la Recherche Scientifique,56,9677,30,True,https://openalex.org/A5111831765,Rosmarie Rippka,100.0,12249.0,0.56,0.7900236754020736,good,100,12249,8,8.0,92,8,8.0,9,9.0,1221.0,9.968160666176832,2.0,2.0,7.0,7.000000000000001,0.0,0.0,0.0,0.0
38,3,"McClanahan, Tim R.",Marine Biology & Hydrobiology,journal_heavy,Wildlife Conservation Society,330,20910,79,True,https://openalex.org/A5039206013,Tim R. McClanahan,482.0,35758.0,0.6846473029045643,0.5847642485597628,good,482,35758,44,9.12863070539419,438,180,37.344398340248965,69,14.315352697095435,5802.0,16.225739694613793,94.0,19.502074688796682,66.0,13.692946058091287,17.0,3.0,20.0,4.149377593360995
39,3,"Bartsch, Thomas",General Mathematics,journal_heavy,Justus-Liebig-Universität Gießen,106,5639,36,True,https://openalex.org/A5079257153,Thomas Bartsch,239.0,9126.0,0.4435146443514644,0.6179048871356564,good,239,9126,26,10.87866108786611,213,98,41.00418410041841,36,15.062761506276152,2050.0,22.463291694060924,2.0,0.8368200836820083,53.0,22.17573221757322,0.0,0.0,0.0,0.0
40,3,"Goebel, Rainer",Neurology & Neurosurgery,journal_heavy,Brain Innovation B.V.,386,24981,82,True,https://openalex.org/A5026206233,Rainer Goebel,637.0,39127.0,0.6059654631083202,0.6384593758785493,good,637,39127,36,5.651491365777081,601,400,62.79434850863422,218,34.22291993720565,19651.0,50.22363074092059,30.0,4.709576138147567,33.0,5.180533751962323,17.0,19.0,36.0,5.651491365777081
41,3,"Gasser, Thomas G.",Neurology & Neurosurgery,journal_heavy,Universitätsklinikum und Medizinische Fakultät Tübingen,557,47980,105,True,https://openalex.org/A5107413240,Thomas G. Gasser,1.0,25.0,557.0,1919.2,good,1,25,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0
42,3,"Beilock, Sian L.",Experimental Psychology,journal_heavy,Barnard College,108,12053,57,True,https://openalex.org/A5040071710,Sian L. Beilock,203.0,19449.0,0.5320197044334976,0.6197233790940408,good,203,19449,14,6.896551724137931,189,42,20.689655172413794,18,8.866995073891626,2100.0,10.797470306956654,7.0,3.4482758620689653,8.0,3.9408866995073892,1.0,0.0,1.0,0.49261083743842365
43,3,"Yates, John R.R.",Developmental Biology,journal_heavy,Scripps Research Institute,912,105328,158,False,,,,,0.0,,not_found,0,0,0,0.0,0,0,0.0,0,0.0,,,,,,,,,,
